# K2_c02_SuPerPiG_Search -- 2015Dec18
# EPIC num, bper (hours), bpow, SNR, depth, qtran, in1, in2
202483641, 6.62496252756, 0.0220464194, 55.1708350407, 0.0307055926, 0.503171, 52.0, 1.0
202488467, 69.5987054641, 2.47475e-05, 4.05430790391, 6.91498e-05, 0.149031, 65.0, 79.0
202491250, 60.8098349773, 5.5516e-05, 4.43954069347, 0.0001163842, 0.277222, 71.0, 98.0
202496545, 29.4256481306, 3.65083e-05, 4.57324015972, 6.45825e-05, 0.18625, 20.0, 37.0
202499459, 22.2984498861, 0.0001501609, 9.87485894495, 0.0003030498, 0.433064, 44.0, 87.0
202501727, 3.2190516352, 0.0009398985, 15.6162445949, 0.0018814227, 0.479219, 93.0, 40.0
202502512, 41.2542672383, 0.0002406147, 16.28805815, 0.0004813086, 0.509074, 16.0, 66.0
202506039, 16.0376028328, 4.38042e-05, 4.17447908148, 8.51603e-05, 0.457999, 50.0, 95.0
202506474, 12.8455314143, 5.95418e-05, 3.67204575963, 0.0001263877, 0.332487, 61.0, 93.0
202507039, 3.18142556498, 3.35314e-05, 3.64018235989, 0.0002531573, 0.017863, 32.0, 33.0
202512864, 4.2016527201, 0.0002249977, 10.9678114558, 0.0004581739, 0.40595, 8.0, 48.0
202514927, 41.583067375, 5.08743e-05, 4.33583460622, 8.18164e-05, 0.341894, 60.0, 93.0
202515599, 14.0632883132, 0.0005762906, 11.4477857048, 0.0011607264, 0.44087, 83.0, 26.0
202517891, 59.1997671476, 3.31752e-05, 3.8753639582, 6.50151e-05, 0.365665, 10.0, 46.0
202518093, 63.1404480341, 0.0005397192, 4.97721631198, 0.0041943471, 0.010061, 40.0, 40.0
202518676, 4.71422375592, 0.0023168426, 21.7172253668, 0.005651515, 0.213748, 48.0, 68.0
202520669, 62.2613315623, 0.0002110577, 4.30882223591, 0.0007457886, 0.079587, 50.0, 57.0
202521463, 3.4587978631, 4.2146e-05, 3.85342489458, 7.49265e-05, 0.41879, 90.0, 31.0
202521690, 44.1024057862, 0.0012009663, 10.9631052897, 0.002403866, 0.520049, 18.0, 69.0
202521931, 3.29669061712, 0.0005401497, 17.0452669335, 0.0013459669, 0.201754, 19.0, 38.0
202522205, 11.3833416179, 0.0007686643, 9.41437742566, 0.0015602116, 0.41468, 3.0, 44.0
202522885, 68.6823014295, 4.15926e-05, 5.53940571091, 0.0003021308, 0.010198, 24.0, 24.0
202523595, 5.49072936103, 0.0002426923, 14.5302036657, 0.0010195612, 0.060297, 44.0, 49.0
202524330, 7.0613718539, 7.53654e-05, 4.54174570245, 0.0007621224, 0.009877, 8.0, 8.0
202526459, 10.6043320464, 4.62985e-05, 9.8064920873, 9.25996e-05, 0.496183, 90.0, 38.0
202526854, 23.4863764338, 4.50497e-05, 4.27561528493, 8.43987e-05, 0.452498, 54.0, 98.0
202527051, 46.7364337764, 3.64475e-05, 14.5492847631, 5.41586e-05, 0.50486, 9.0, 58.0
202527844, 45.9137701136, 8.08464e-05, 3.61519380992, 0.0002151404, 0.170173, 76.0, 92.0
202528405, 60.224789025, 5.13379e-05, 4.50075769407, 8.89627e-05, 0.471268, 45.0, 91.0
202532858, 3.42736352774, 3.2081e-05, 4.87830101473, 0.0003136431, 0.010574, 61.0, 61.0
202532942, 61.4063591402, 0.0001729282, 12.0953674973, 0.000357392, 0.215064, 54.0, 74.0
202533382, 3.90643184237, 0.0003252261, 22.7483421033, 0.0010312728, 0.111954, 27.0, 37.0
