T_folded	Flux	T_half	T_double	T_raw
0.0002461386649278974	0.9999941959	0.0002461386649278974	0.0002461386649278974	2457232.25669
0.0006353197729279114	1.0002747901	0.0006353197729279114	0.0006353197729279114	2457217.79066
0.0009855492279279288	1.0000102882	0.0009855492279279288	0.0009855492279279288	2457282.6006
0.0010018771659279224	1.0001529996	0.0010018771659279224	0.0010018771659279224	2457233.99342
0.001418057780927906	0.9998065908	0.001418057780927906	0.001418057780927906	2457219.52741
0.0017546154109279177	0.9997127637	0.0017546154109279177	0.0017546154109279177	2457235.73014
0.001802729869927966	0.9999958933	0.001802729869927966	0.001802729869927966	2457268.13499
0.0018521723849279081	0.9999102648	0.0018521723849279081	0.0018521723849279081	2457251.93264
0.0021977959989279428	0.9998427974	0.0021977959989279428	0.0021977959989279428	2457221.26416
0.002504353399927939	0.9999284195	0.002504353399927939	0.002504353399927939	2457237.46686
0.0025819106879279574	0.9999788029	0.0025819106879279574	0.0025819106879279574	2457253.66934
0.0029735346509279226	1.0000015016	0.0029735346509279226	0.0029735346509279226	2457223.00091
0.003148763937927901	1.0002892152	0.003148763937927901	0.003148763937927901	2457287.81068
0.0032422063219278985	0.9999118934	0.0032422063219278985	0.0032422063219278985	2457271.60837
0.0032520918399279175	1.0005143691	0.0032520918399279175	0.0032520918399279175	2457239.20358
0.003746272582927923	0.9997805558	0.003746272582927923	0.003746272582927923	2457224.73765
0.003871501953927936	1.0002573429	0.003871501953927936	0.003871501953927936	2457289.54737
0.003960944773927888	1.0001530842	0.003960944773927888	0.003960944773927888	2457273.34506
0.004037387261927927	1.0002224168	0.004037387261927927	0.004037387261927927	2457257.14274
0.004595240210927887	0.9997144405	0.004595240210927887	0.004595240210927887	2457291.28406
0.004679683225927933	1.0004098074	0.004679683225927933	0.004679683225927933	2457275.08175
0.004739568191927945	1.0001497287	0.004739568191927945	0.004739568191927945	2457242.67701
0.004762125759927904	0.9998657963	0.004762125759927904	0.004762125759927904	2457258.87944
0.005281749300927896	0.999893219	0.005281749300927896	0.005281749300927896	2457228.21113
0.0053199787079279415	1.000263695	0.0053199787079279415	0.0053199787079279415	2457293.02076
0.005399421451927899	1.0000637497	0.005399421451927899	0.005399421451927899	2457276.81844
0.005479306570927933	1.0000065164	0.005479306570927933	0.005479306570927933	2457244.41372
0.006044487621927941	0.9999177713	0.006044487621927941	0.006044487621927941	2457229.94786
0.006045716980927929	1.0005107361	0.006045716980927929	0.006045716980927929	2457294.75746
0.006118159437927928	1.0001492196	0.006118159437927928	0.006118159437927928	2457278.55513
0.006209602272927939	0.999931063	0.006209602272927939	0.006209602272927939	2457262.35282
0.006218045174927911	0.9997573661	0.006218045174927911	0.006218045174927911	2457246.15044
0.006804226152927917	1.0001536714	0.006804226152927917	0.006804226152927917	2457231.68459
0.006836897889927918	1.00020843	0.006836897889927918	0.006836897889927918	2457280.29182
