201182911	1.99303819196	2.0	0.039583105
201184068	1.58852802898	2.0	0.0590964436
201523873	1.24037733572	2.0	0.1129146527
201563164	0.374909671661	2.0	0.0093327479
201607088	0.530929805946	1.0	0.1409819468
201649211	0.199730603335	1.0	0.0162191751
201680569	0.784834790023	2.0	0.1200302073
201691826	0.89940225511	2.0	0.1245207706
201740472	0.95873270285	1.0	0.0024405854
201810513	1.64663870273	2.0	0.0074504735
201843069	1.09682338639	2.0	0.04606602
201848566	0.95686291604	2.0	0.0131849387
201893576	0.929698711293	2.0	0.0285252473
201903318	0.390019158067	2.0	0.2227852196
