210404228	1.11994263747	2.0	0.0375007578
210434247	0.453837233506	1.0	0.0047745206
210574135	0.929408974161	1.0	0.1902962912
210593417	1.06211729893	2.0	0.0539615857
210659779	0.469355905707	2.0	0.0037421556
210662654	0.159109410237	1.0	0.1357299396
210663545	0.300752289492	2.0	0.0743854298
210664740	0.414948244908	1.0	0.0578482389
210675130	1.3779037795	2.0	0.0491711217
210821360	1.46719686579	2.0	0.0380741009
210843708	0.704034721881	1.0	0.0009488629
210863062	0.644008347701	1.0	0.0539373343
210932768	0.151525626329	1.0	0.0050638433
210941737	1.15435181051	2.0	0.058609251
210954667	0.325574638449	2.0	0.1883520629
211012889	1.73919989594	2.0	0.0053221834
