#epic_num, bper, bpow, depth, qtran, in1, in2
205911734, 2.9391534392, 0.0000595898, 0.0001231595, 0.373919, 57, 94
205911796, 1.2739743481, 0.0000480166, 0.0003429185, 0.020007, 68, 69
205911821, 1.0127962725, 0.0000113851, 0.0000240079, 0.341530, 38, 71
205911851, 0.6541564899, 0.0000251278, 0.0000527661, 0.347608, 47, 81
205911872, 0.9808069579, 0.0000131444, 0.0000285092, 0.306540, 51, 82
205911960, 2.5788342503, 0.0002693932, 0.0011247997, 0.061094, 13, 18
205912016, 0.1294413615, 0.0001837730, 0.0007228776, 0.069454, 82, 88
205912027, 0.2563955725, 0.0001939094, 0.0004155788, 0.320323, 72, 3
205912028, 0.1278050693, 0.0000169397, 0.0001691230, 0.010135, 92, 92
205912120, 0.3682420820, 0.0000478043, 0.0002889966, 0.028155, 61, 63
205912176, 1.3137564052, 0.0000460519, 0.0000998139, 0.307306, 59, 89
205912229, 2.5535881502, 0.0000856147, 0.0004461329, 0.038294, 80, 83
205912245, 0.6238068501, 0.0000329114, 0.0000862426, 0.176936, 59, 76
205912367, 0.3811562897, 0.0002004742, 0.0007895946, 0.069260, 89, 95
205912386, 0.2611182200, 0.0001276525, 0.0002580341, 0.427473, 79, 21
205912408, 0.1867773329, 0.0000350918, 0.0002386981, 0.022101, 39, 40
205912424, 0.9837662338, 0.0000239664, 0.0000479739, 0.520708, 42, 93
205912560, 2.8003174010, 0.0000926092, 0.0004748151, 0.039611, 13, 16
205912715, 0.2050095681, 0.0000573926, 0.0001409385, 0.209872, 42, 62
205912731, 1.0614274088, 0.0000236751, 0.0000603267, 0.190186, 68, 86
205912859, 0.9822843670, 0.0000309304, 0.0000622378, 0.445051, 37, 81
205912866, 0.9258047591, 0.0000204716, 0.0000418123, 0.398583, 57, 96
205912889, 0.1261119987, 0.0000161783, 0.0000556892, 0.093056, 54, 62
205912898, 0.2501980933, 0.0000230635, 0.0000505880, 0.294701, 60, 88
205912929, 0.4946326985, 0.0000115276, 0.0000242933, 0.342419, 87, 21
205912982, 0.6825721892, 0.0000221240, 0.0000458303, 0.369751, 30, 66
205913009, 1.9130739796, 0.0000221760, 0.0000935739, 0.059732, 91, 96
205913099, 0.8421156060, 0.0001492919, 0.0002996974, 0.456938, 61, 6
205913245, 0.8214305274, 0.0000216374, 0.0000443003, 0.393038, 48, 86
205913285, 0.2391418731, 0.0000787516, 0.0001583578, 0.448124, 34, 78
205913308, 0.6027609211, 0.0000182070, 0.0001335743, 0.018938, 66, 68
205913366, 0.5129182839, 0.0000120989, 0.0000250537, 0.370421, 62, 98
205913369, 0.2985340512, 0.0000127284, 0.0000255867, 0.449660, 61, 5
205913615, 0.1818297540, 0.0003860508, 0.0009401151, 0.214740, 81, 2
205913731, 0.3086365133, 0.0000190255, 0.0000886627, 0.048387, 29, 33
205913735, 2.5142066885, 0.0002754891, 0.0027623675, 0.010047, 9, 9
205913826, 0.5219502010, 0.0001843871, 0.0003987239, 0.309878, 92, 22
205913863, 0.5167797953, 0.0000464987, 0.0000934694, 0.449814, 52, 96
205913955, 0.2820088560, 0.0001247878, 0.0002502430, 0.463505, 61, 6
205913992, 0.1345006165, 0.0000226443, 0.0002241032, 0.010316, 44, 44
205914001, 0.9411709337, 0.0000924733, 0.0001849957, 0.488473, 53, 1
205914012, 1.3893288870, 0.0000232543, 0.0000816046, 0.089153, 82, 90
205914038, 0.4874232232, 0.0001067920, 0.0002143554, 0.457616, 4, 49
205914052, 1.0135833756, 0.0000166356, 0.0000414214, 0.202171, 61, 80
205914127, 0.3682420820, 0.0000303130, 0.0000616100, 0.410991, 59, 99
205914213, 0.5182171547, 0.0000192717, 0.0000413119, 0.320040, 27, 58
205914320, 1.9444480456, 0.0001070280, 0.0002309527, 0.312270, 63, 94
205914433, 0.5519938171, 0.0002410192, 0.0004824255, 0.479973, 61, 8
205914539, 0.6531736527, 0.0000380584, 0.0000779718, 0.391587, 60, 98
205914551, 0.6758516583, 0.0001342278, 0.0002854197, 0.330192, 34, 66
205914589, 1.1902626776, 0.0000497661, 0.0001011098, 0.412021, 45, 85
205914673, 1.4027777778, 0.0001652142, 0.0007680881, 0.048632, 67, 71
205914715, 1.5187585439, 0.0001308545, 0.0002790748, 0.326376, 18, 50
205914724, 0.1288658244, 0.0001509380, 0.0003181943, 0.341935, 44, 77
205914769, 2.1966168717, 0.0000193557, 0.0000405393, 0.351549, 15, 49
205914832, 0.5263739735, 0.0780384083, 0.1561218461, 0.512008, 55, 5
205914963, 0.5365517735, 0.0001723549, 0.0007886932, 0.050285, 95, 99
205915051, 0.6447778518, 0.0000456447, 0.0001059294, 0.246372, 52, 76
