Candidate	Period_hr	Period_d
210414957	23.2803780338	0.97001575141
210605073	13.6093233508	0.567055139616
210707130	16.4298723732	0.684578015551
210754505	20.8986772668	0.870778219451
210954046	22.8085328526	0.950355535524
210961508	8.39843614874	0.349934839531
211152484	16.8500042326	0.702083509692
