# K2_c04_SuPerPiG_Search -- 2015Dec20
# EPIC num, bper (hours), bpow, SNR, depth, qtran, in1, in2
210324363, 25.5366147174, 0.0001053933, 31.792632613, 0.0002110193, 0.476523, 36.0, 83.0
210324926, 18.8024706446, 0.0007904082, 18.468238921, 0.0014525058, 0.466107, 19.0, 65.0
210324940, 59.9940005999, 2.73276e-05, 8.73420751532, 5.2252e-05, 0.525958, 18.0, 69.0
210325131, 12.6176994779, 8.42963e-05, 3.90591423195, 0.0008505576, 0.009921, 30.0, 30.0
210325299, 17.3631458548, 5.37596e-05, 5.10764838257, 9.54125e-05, 0.329812, 56.0, 88.0
210325424, 49.8633950739, 6.46251e-05, 5.0184179631, 0.0001247, 0.498973, 58.0, 8.0
210326016, 3.47068672454, 0.0003249234, 4.37206639752, 0.0028042755, 0.010167, 79.0, 79.0
210326019, 18.9046786717, 8.42885e-05, 6.22619237962, 0.0001687122, 0.479987, 25.0, 72.0
210326021, 22.031648463, 4.13035e-05, 4.56612117747, 9.45843e-05, 0.168558, 63.0, 79.0
210326160, 58.6451504126, 0.0005760003, 4.85097311789, 0.0018433528, 0.080552, 58.0, 65.0
210326221, 39.8366696544, 1.98382e-05, 4.24265925042, 0.0001760048, 0.010695, 5.0, 5.0
210326245, 14.4930511858, 0.0001422929, 10.209458477, 0.0002817303, 0.466623, 34.0, 80.0
210326403, 45.5132471995, 6.36733e-05, 5.14809992867, 0.000116556, 0.392318, 69.0, 7.0
210326405, 71.3436385256, 1.24624e-05, 7.19610200939, 1.82004e-05, 0.527194, 31.0, 82.0
210326472, 71.1813433699, 1.14443e-05, 6.5218490345, 1.79034e-05, 0.44042, 39.0, 82.0
210326681, 48.7756300694, 6.53216e-05, 5.10093096473, 0.0001475926, 0.267358, 7.0, 33.0
210326779, 4.75865867688, 0.0001948137, 3.00886284563, 0.0004953634, 0.181342, 81.0, 98.0
210326784, 9.54672545328, 2.36263e-05, 7.10697911864, 7.35361e-05, 0.040301, 71.0, 74.0
210326794, 11.1323347011, 0.0001215724, 6.98134270862, 0.0002425017, 0.480687, 93.0, 40.0
210326969, 15.9314839978, 2.41934e-05, 3.63900532177, 5.90412e-05, 0.213491, 21.0, 41.0
210327027, 35.7426351556, 0.0085354114, 6.40889300821, 0.0266363651, 0.049229, 68.0, 72.0
210327051, 39.1882800917, 0.0004627076, 4.10900110382, 0.0023897671, 0.029563, 97.0, 99.0
210327060, 16.1701640261, 0.0072693946, 48.6637938245, 0.0156290901, 0.316523, 38.0, 69.0
210327065, 8.55519203911, 0.000239676, 3.40274832683, 0.0004524176, 0.386151, 38.0, 76.0
210327256, 3.44395607234, 2.00615e-05, 3.98129462483, 0.0001946952, 0.00997, 24.0, 24.0
210327264, 4.20560428313, 1.289e-05, 4.08568642142, 2.25224e-05, 0.406797, 55.0, 95.0
210327369, 14.6012223657, 1.96361e-05, 4.35435922948, 3.78914e-05, 0.503865, 45.0, 95.0
210327391, 6.0302037832, 2.45109e-05, 4.21077412593, 3.87833e-05, 0.404054, 72.0, 12.0
210327399, 60.224789025, 0.0001522623, 9.63456716358, 0.0003906963, 0.186762, 75.0, 93.0
210327534, 56.1215780452, 4.94816e-05, 4.7595429219, 0.0001958733, 0.068511, 47.0, 53.0
210327910, 12.7409634717, 0.0023700435, 32.6714423091, 0.0037239294, 0.450955, 23.0, 67.0
210328077, 3.71671680105, 6.26583e-05, 4.37719368442, 0.0001955458, 0.070036, 69.0, 75.0
210328532, 14.9928783828, 8.42654e-05, 6.04124070593, 0.0002020962, 0.224053, 64.0, 85.0
210328701, 33.3794618953, 0.002701543, 24.4516480893, 0.0027644132, 0.414197, 34.0, 74.0
210328949, 5.04472781802, 4.56827e-05, 4.99299652373, 8.81877e-05, 0.191678, 63.0, 81.0
210329073, 13.4586105667, 5.10091e-05, 4.25619234808, 9.46519e-05, 0.33103, 76.0, 8.0
210329115, 6.54051823796, 0.0039067678, 3.32370767463, 0.0156042135, 0.067199, 64.0, 70.0
210329155, 7.01547408966, 3.5324e-05, 3.47468318893, 0.0001774532, 0.031148, 73.0, 75.0
210329401, 3.19539096807, 0.0001243554, 3.53938538004, 0.0005606275, 0.051876, 29.0, 33.0
210329466, 28.9360224544, 5.38484e-05, 4.77282933624, 0.0001635712, 0.110186, 43.0, 53.0
210329615, 13.2478552274, 0.0013427964, 4.7170078131, 0.0039499355, 0.092263, 30.0, 38.0
210329670, 19.46909403, 2.30104e-05, 4.11324730396, 0.0001152734, 0.029294, 13.0, 15.0
210329711, 24.2882529864, 0.0003895877, 6.30794831893, 0.0007020631, 0.420171, 35.0, 76.0
210329745, 7.19942404608, 0.0001326933, 11.9072752034, 0.0002629313, 0.515033, 24.0, 75.0
210329795, 9.60531365952, 0.0002704702, 3.71878792489, 0.0007065359, 0.142766, 78.0, 91.0
210329876, 8.48791656661, 8.5119e-05, 5.91251370242, 0.0001687042, 0.44845, 38.0, 82.0
210330150, 24.8276803809, 2.03951e-05, 5.55391071426, 5.95936e-05, 0.127878, 60.0, 72.0
210330158, 3.03431660363, 0.0003015751, 3.25152457096, 0.0007124254, 0.233897, 53.0, 75.0
210330159, 55.0361518723, 4.27562e-05, 5.23365771186, 7.64894e-05, 0.349783, 11.0, 45.0
210330338, 7.1944602656, 0.0003658557, 4.44470269909, 0.0007057815, 0.369622, 12.0, 48.0
210330399, 8.60458079199, 8.35719e-05, 4.8199390922, 0.000164386, 0.490066, 8.0, 56.0
210331040, 20.2107816099, 0.0003677487, 5.5821684706, 0.0010872588, 0.061655, 67.0, 72.0
210331148, 47.1588743177, 0.0001314109, 5.23866680277, 0.0002430222, 0.287814, 67.0, 95.0
210331185, 46.0489077775, 0.0001379479, 10.2798332247, 0.0002988575, 0.307802, 86.0, 16.0
210331421, 47.1588743177, 3.31578e-05, 4.24011029021, 5.99293e-05, 0.457883, 55.0, 99.0
210331437, 7.95105068165, 0.001109854, 5.94202817408, 0.0021607403, 0.158887, 89.0, 4.0
210331473, 4.70359788001, 9.97184e-05, 3.75410874592, 0.0002530388, 0.192232, 20.0, 38.0
210331686, 4.99003967289, 0.0003813064, 4.51388107435, 0.0006763897, 0.486281, 39.0, 87.0
210331765, 3.6397866903, 3.30813e-05, 3.99364435389, 0.0003001217, 0.011409, 71.0, 71.0
210331848, 46.9467037546, 0.0022438429, 17.0353402854, 0.0045287302, 0.432836, 15.0, 57.0
210331852, 4.28036841131, 3.17713e-05, 3.45648976417, 6.46215e-05, 0.368719, 35.0, 71.0
210331908, 5.33992042184, 1.45044e-05, 6.30162848529, 4.08936e-05, 0.061033, 48.0, 53.0
210332019, 23.6997712972, 0.0005221563, 21.3389987973, 0.0010449464, 0.482587, 24.0, 71.0
210332036, 10.9340105131, 0.0001471796, 5.75387905882, 0.0002864971, 0.131733, 3.0, 15.0
210332059, 47.1588743177, 3.76702e-05, 6.3819220656, 5.10169e-05, 0.503662, 45.0, 95.0
210332154, 3.43149653426, 1.6458e-06, 3.22634813767, 1.24926e-05, 0.017668, 74.0, 75.0
210332382, 24.0088112337, 0.0006897464, 3.61891316412, 0.0030634735, 0.039961, 61.0, 64.0
210332895, 27.2009538468, 0.0001415089, 21.9703921765, 0.0002833349, 0.523654, 23.0, 74.0
210333158, 3.42249161668, 1.59703e-05, 3.7200153673, 0.0001439371, 0.010275, 97.0, 97.0
210333193, 4.98844966052, 0.0001378599, 4.51740248842, 0.0002356953, 0.270584, 13.0, 39.0
210333258, 4.37428177483, 7.26902e-05, 6.97681060384, 0.0001445777, 0.468456, 81.0, 27.0
210333335, 20.6507925172, 1.21453e-05, 3.92505351137, 3.43152e-05, 0.124957, 74.0, 86.0
210333478, 31.4984191731, 1.48827e-05, 10.3820135218, 2.76843e-05, 0.457969, 19.0, 64.0
210333577, 48.6240409414, 0.0003679304, 4.58197730037, 0.0006659622, 0.275315, 41.0, 68.0
210333653, 4.81650616663, 9.22072e-05, 4.86308547739, 0.0001342426, 0.445995, 12.0, 55.0
210333713, 4.59788700271, 2.94804e-05, 4.13819387758, 4.8845e-05, 0.339244, 28.0, 61.0
210333993, 4.81650616663, 8.48571e-05, 3.52194428631, 0.0001755588, 0.290837, 26.0, 54.0
210334087, 5.51880440621, 7.79131e-05, 19.4271879747, 0.0001470809, 0.430961, 4.0, 46.0
210334711, 3.25927402659, 4.14771e-05, 3.94582981359, 8.16755e-05, 0.248057, 73.0, 97.0
210334851, 14.6490633755, 5.01506e-05, 4.23278100809, 0.0001006682, 0.457347, 50.0, 95.0
210335277, 31.8186337874, 4.98291e-05, 7.11872417029, 0.0001009844, 0.419235, 47.0, 88.0
210335311, 33.7756536644, 6.5207e-05, 12.4272301436, 0.0001400126, 0.318058, 54.0, 85.0
210335351, 3.14245947209, 2.73137e-05, 4.37821500973, 5.46426e-05, 0.22628, 76.0, 98.0
210335394, 3.03490481969, 3.61616e-05, 4.23961156367, 0.0001250484, 0.050472, 69.0, 73.0
210335514, 14.7735128151, 0.0006505084, 3.99268167246, 0.001183629, 0.311254, 68.0, 98.0
210335583, 5.58079444004, 0.0002043048, 4.07289268075, 0.0010137042, 0.031461, 36.0, 38.0
210335684, 47.2300556331, 3.56743e-05, 3.53511896655, 0.0003320587, 0.010204, 28.0, 28.0
210335803, 6.08412211441, 8.3648e-05, 6.4982962072, 0.0003248483, 0.069699, 62.0, 68.0
210335817, 59.6510414078, 5.97586e-05, 5.15875278425, 0.0001790774, 0.127653, 61.0, 73.0
210335889, 59.0879770739, 0.0002302986, 3.77504833547, 0.000560316, 0.184765, 82.0, 0.0
210336056, 5.06759538798, 0.0003462936, 3.82670788802, 0.0005679383, 0.501305, 30.0, 79.0
210336121, 47.1588743177, 2.97759e-05, 4.78713885572, 0.0002408976, 0.010386, 76.0, 76.0
210336238, 20.3289047379, 0.000489222, 4.65080649245, 0.0009632557, 0.356589, 54.0, 89.0
210336286, 34.4446517502, 0.0003764957, 25.7263380599, 0.0007708336, 0.393045, 92.0, 30.0
210336338, 47.6616026214, 3.24483e-05, 4.51397794821, 0.0002816857, 0.010848, 55.0, 55.0
210336461, 45.9812396542, 0.0001612349, 8.77527179214, 0.0002884272, 0.468878, 80.0, 26.0
210336845, 8.23339478648, 0.0002049126, 5.42931911674, 0.000344861, 0.20013, 24.0, 43.0
210336890, 4.5563907462, 1.20004e-05, 3.98969343464, 3.95685e-05, 0.074111, 36.0, 42.0
210336897, 12.8613710329, 0.0006268227, 4.22786156585, 0.0017530529, 0.108592, 1.0, 11.0
210337222, 38.1843348766, 1.25812e-05, 4.12721274249, 0.0001073435, 0.009973, 55.0, 55.0
210337288, 6.44092477724, 9.1571e-06, 4.96245988232, 2.45617e-05, 0.080662, 68.0, 75.0
210337831, 3.15863202805, 0.0007330891, 4.01533036242, 0.003088191, 0.040527, 84.0, 87.0
210337911, 15.5515553499, 2.83946e-05, 5.96922719201, 5.69682e-05, 0.460394, 83.0, 29.0
210337961, 25.8957501837, 3.94572e-05, 10.0377374688, 7.96291e-05, 0.433155, 72.0, 14.0
210338097, 31.8509798821, 0.0003648479, 9.95029927494, 0.0007347952, 0.441196, 74.0, 17.0
210338118, 6.11980747086, 1.73126e-05, 4.60688688437, 3.81384e-05, 0.269063, 67.0, 93.0
210338231, 12.7930337667, 6.0729e-06, 4.32877088565, 6.18462e-05, 0.009737, 98.0, 98.0
210338347, 8.98752868051, 7.5271e-05, 5.67381206492, 0.0001660497, 0.289014, 45.0, 73.0
210338379, 4.8239286155, 0.0009822866, 4.11347644581, 0.0016155155, 0.377304, 56.0, 93.0
210338390, 46.7364337764, 4.75008e-05, 10.6801058232, 0.0001047003, 0.289831, 70.0, 99.0
210338416, 45.9137701136, 2.92078e-05, 4.39658613161, 4.70862e-05, 0.489984, 38.0, 86.0
210338425, 63.0134612507, 1.55623e-05, 4.22609028064, 2.75861e-05, 0.388487, 21.0, 59.0
210338525, 49.7840616327, 1.9001e-05, 4.3917561737, 3.31455e-05, 0.301504, 18.0, 47.0
210338527, 3.53736459263, 0.0002800885, 4.26527013204, 0.0015025414, 0.026797, 37.0, 39.0
210338718, 5.15183642576, 0.002483738, 3.92101890661, 0.0175416392, 0.020467, 84.0, 85.0
210338796, 22.4907155515, 0.0001688953, 7.88815493074, 0.0003171198, 0.51747, 27.0, 78.0
210338814, 6.44623064721, 0.0011283627, 5.58467640385, 0.0037963771, 0.050649, 66.0, 70.0
210338942, 4.84858769731, 0.002670491, 3.71509744454, 0.0060107612, 0.194337, 47.0, 65.0
210338993, 20.8433207579, 0.0001660513, 22.6273252224, 0.0003329501, 0.464348, 51.0, 96.0
210339021, 24.8868942504, 2.67353e-05, 11.9525928351, 5.73552e-05, 0.319121, 74.0, 5.0
210339048, 66.3527811492, 3.94521e-05, 5.92812700369, 6.41854e-05, 0.285573, 44.0, 72.0
210339068, 56.1215780452, 0.0004898188, 20.2191486777, 0.000561236, 0.409527, 90.0, 30.0
210339090, 13.4992389804, 0.0001405654, 4.13956072644, 0.0006156722, 0.039629, 36.0, 39.0
210339301, 8.41037293346, 8.15498e-05, 5.94034047567, 0.0001646409, 0.431743, 6.0, 48.0
210339350, 6.36496046829, 2.5724e-05, 4.33931549048, 0.0002216436, 0.010157, 49.0, 49.0
210339410, 10.9608109904, 0.0003347301, 3.79415278349, 0.0014102157, 0.049597, 16.0, 20.0
210339537, 3.04701776945, 0.0003733523, 4.36309307109, 0.0009203463, 0.139191, 49.0, 62.0
210339718, 6.60678351497, 0.0001100465, 22.1410548776, 0.0001990186, 0.472315, 1.0, 47.0
210339733, 11.6329456654, 3.59142e-05, 5.34830331146, 6.37171e-05, 0.195042, 62.0, 81.0
210339837, 45.2500631615, 4.79602e-05, 7.05356492935, 0.0001050711, 0.295918, 76.0, 5.0
210340058, 47.1588743177, 3.76845e-05, 5.39434194988, 0.0001694102, 0.031455, 94.0, 96.0
210340480, 6.53232931432, 1.2393e-05, 4.48517934212, 2.48186e-05, 0.21806, 35.0, 56.0
210340693, 4.59114337835, 3.33285e-05, 3.83409591658, 9.28619e-05, 0.105744, 84.0, 94.0
210340787, 3.12208564687, 6.22583e-05, 4.20766625447, 0.0003586016, 0.019287, 4.0, 5.0
210341214, 18.7013764213, 6.25682e-05, 5.7622127281, 0.0001262409, 0.132305, 58.0, 70.0
210341241, 47.2300556331, 1.37878e-05, 4.22135457642, 3.32366e-05, 0.216944, 49.0, 70.0
210341295, 3.77407802812, 0.0001616681, 4.37984956884, 0.0005183207, 0.058996, 29.0, 34.0
210341408, 7.38281624909, 9.48109e-05, 7.86451486817, 0.0001899189, 0.472045, 68.0, 14.0
210341601, 70.0660372401, 0.0006512122, 9.10219637538, 0.0013879836, 0.327167, 38.0, 70.0
210341801, 14.8295070116, 3.49911e-05, 4.498919742, 6.99962e-05, 0.489996, 28.0, 76.0
210341825, 3.57493701035, 0.0017683456, 3.83927319572, 0.0029713727, 0.43734, 1.0, 44.0
210341949, 6.10905736481, 0.0153701226, 55.2630753534, 0.0282243932, 0.438653, 73.0, 16.0
210341985, 12.1193880921, 1.87343e-05, 4.28154592595, 6.34224e-05, 0.05979, 35.0, 40.0
210342145, 30.5455434052, 8.79511e-05, 22.5945440856, 0.0001297486, 0.468078, 43.0, 89.0
210342168, 41.3632642509, 0.0002620864, 4.99811527571, 0.0006256147, 0.227052, 62.0, 84.0
210342263, 62.0147026524, 0.0001515268, 3.9018336427, 0.0002654681, 0.457681, 46.0, 91.0
210342315, 53.8989125894, 0.0001795397, 3.84396989243, 0.0003594522, 0.477234, 72.0, 19.0
210342593, 9.8501545243, 2.31835e-05, 4.66929164762, 5.29025e-05, 0.1979, 80.0, 99.0
210342649, 66.3527811492, 0.0001441304, 4.88977621759, 0.0002757858, 0.320013, 61.0, 92.0
210343004, 7.73301258516, 0.0017850511, 3.46336796225, 0.0103608388, 0.028662, 54.0, 56.0
210343070, 49.7840616327, 4.94081e-05, 4.60870751967, 8.3898e-05, 0.462696, 36.0, 81.0
210343180, 28.0291316108, 3.6498e-05, 4.57659816925, 6.20759e-05, 0.420111, 54.0, 95.0
210343184, 70.8589581962, 2.81149e-05, 4.34154024507, 7.08959e-05, 0.097545, 4.0, 13.0
210343383, 3.1717544692, 0.0056663994, 4.59126056274, 0.0326240633, 0.019825, 67.0, 68.0
210343441, 50.3446510906, 1.29905e-05, 3.61951322985, 2.56657e-05, 0.306557, 71.0, 1.0
210343450, 64.9754988223, 2.63788e-05, 8.013850722, 3.83968e-05, 0.505941, 44.0, 94.0
210343508, 62.6350568413, 0.0002802758, 4.30487324279, 0.0004921322, 0.469021, 36.0, 82.0
210343581, 12.7357777182, 0.1164924777, 30.7185027147, 0.2733816058, 0.238419, 55.0, 78.0
