# K2_c01_SuPerPiG_Search -- 2016Feb26
# EPIC num, bper (hours), bpow, SNR, depth, qtran, in1, in2
200001049, 9.18263808009, 0.0385099519, 4.08106157633, 0.3792403805, 0.01042, 67.0, 67.0
201121245, 14.7456739879, 3.68913e-05, 4.68860665637, 8.53463e-05, 0.24869, 6.0, 30.0
201122454, 20.7466010152, 6.40841e-05, 4.67038411876, 0.0001200113, 0.396944, 59.0, 98.0
201122521, 39.8873846174, 0.0001217323, 3.74240019826, 0.0002133218, 0.441291, 53.0, 96.0
201123619, 35.9066427289, 0.0001626799, 3.79929108185, 0.0003826358, 0.189994, 81.0, 99.0
201124136, 15.5902771237, 3.42865e-05, 5.68338538883, 6.06188e-05, 0.467811, 48.0, 94.0
201124275, 3.3825479973, 0.0001074872, 5.63447667915, 0.0001584455, 0.392698, 27.0, 65.0
201124583, 56.9382860152, 0.0002097905, 3.88182971904, 0.0006581652, 0.060983, 22.0, 27.0
201124666, 50.2637801295, 0.0005270695, 4.17076783935, 0.0010492815, 0.27791, 63.0, 90.0
201124933, 71.6702452018, 0.0004916634, 5.14546065043, 0.0011448311, 0.119929, 59.0, 70.0
201125725, 21.153202066, 0.0001694412, 4.41345903526, 0.0002830561, 0.40423, 54.0, 93.0
201126062, 23.5393582975, 0.0002116999, 7.01160370906, 0.0004310025, 0.406502, 70.0, 10.0
201126351, 4.09126730926, 9.2086e-05, 3.46813860148, 0.000191108, 0.26362, 73.0, 98.0
201126368, 5.88065936893, 0.000138789, 4.91439559209, 0.0002416975, 0.484459, 68.0, 15.0
201126489, 18.5023860369, 3.02558e-05, 3.57450666895, 5.66581e-05, 0.424633, 31.0, 72.0
201126503, 37.7696992588, 0.0011339577, 5.33656434305, 0.0045665376, 0.049317, 8.0, 12.0
201126512, 14.9356460351, 0.0002674256, 4.07922144254, 0.0006202001, 0.171335, 49.0, 65.0
201126617, 52.7187498627, 0.0002856783, 4.96241604701, 0.0004301533, 0.473073, 49.0, 96.0
201126643, 37.5431746508, 0.0003290762, 3.59703765807, 0.0006201766, 0.420397, 24.0, 65.0
201127237, 3.11586985219, 0.0001524566, 4.55425366295, 0.0009106844, 0.01962, 39.0, 40.0
201127270, 13.8639690464, 0.0001309795, 7.35104403548, 0.0002622128, 0.478003, 64.0, 10.0
201127502, 10.3245078866, 1.40258e-05, 3.76160379612, 2.60089e-05, 0.466874, 20.0, 66.0
201127583, 50.1831685653, 0.0001441643, 4.00384938335, 0.0002826105, 0.42798, 52.0, 94.0
201127842, 4.5300147452, 0.0002920208, 4.58645761025, 0.0005815707, 0.188899, 30.0, 48.0
201127988, 3.35715279871, 0.0003803086, 3.50547762328, 0.0023768935, 0.020414, 82.0, 83.0
201128834, 5.77434439537, 0.0002255992, 4.93953673643, 0.0004829805, 0.32162, 91.0, 22.0
201128959, 4.60600607839, 0.0001730059, 4.17335894907, 0.0003002917, 0.371011, 82.0, 18.0
201129066, 53.9919147108, 0.000326228, 3.70934337825, 0.0007117873, 0.267921, 46.0, 72.0
201129239, 8.45352901374, 0.0018143438, 4.13123724976, 0.0148706289, 0.010312, 65.0, 65.0
201129520, 47.4448009394, 2.40153e-05, 4.86628071617, 4.33808e-05, 0.245841, 61.0, 85.0
201129544, 8.39008585505, 6.51649e-05, 4.37048733197, 0.0001318644, 0.19326, 46.0, 64.0
201129760, 4.51173191289, 0.000143514, 3.97266836015, 0.0012752266, 0.011624, 63.0, 63.0
201129780, 3.86924904647, 0.0004738948, 4.63456409266, 0.0017208657, 0.050193, 20.0, 24.0
