#epic_num, bper, bpow, depth, qtran, in1, in2
211300349, 0.6412904053, 0.0009846427, 0.0023765844, 0.220094, 62, 83
211301344, 0.5902132851, 0.0000456441, 0.0000945904, 0.369041, 18, 54
211301372, 0.3247764232, 0.0000495300, 0.0000992428, 0.469670, 45, 91
211301433, 0.1377683882, 0.0000126861, 0.0000261075, 0.382171, 50, 87
211301456, 1.3217448777, 0.0000141694, 0.0000284208, 0.462036, 31, 76
211301592, 0.2327821019, 0.0000959390, 0.0001958011, 0.400413, 58, 97
211301689, 0.1407873617, 0.0000003457, 0.0000034316, 0.010256, 25, 25
211301854, 0.1474902032, 0.0035619865, 0.0087376314, 0.210495, 43, 63
211302038, 2.1285035124, 0.0021248107, 0.0042592990, 0.466314, 51, 97
211302061, 0.1780321914, 0.0000696159, 0.0001415254, 0.410347, 93, 33
211302124, 0.8916267871, 0.0001515127, 0.0003142762, 0.367413, 61, 97
211302183, 0.8922367638, 0.0000279500, 0.0000559391, 0.518693, 44, 95
211302193, 2.2228232679, 0.0000239225, 0.0000491088, 0.387297, 53, 91
211302521, 0.7266891155, 0.0000292921, 0.0000593763, 0.418605, 40, 81
211302526, 0.2452578736, 0.0001072779, 0.0010611241, 0.010328, 82, 82
211302570, 1.1140119583, 0.0004647027, 0.0009457202, 0.407527, 38, 78
211302712, 2.9794398093, 0.0000788390, 0.0001639972, 0.362540, 37, 72
211302777, 0.2452578736, 0.0002416157, 0.0009149357, 0.075427, 75, 82
211302817, 0.8650152835, 0.0000338338, 0.0000699075, 0.374447, 33, 70
211302881, 0.6815021810, 0.0000388802, 0.0000814534, 0.351152, 64, 98
211302959, 0.1378557609, 0.0000218210, 0.0001116073, 0.039811, 22, 25
211303018, 1.5568299772, 0.0000992309, 0.0004138694, 0.061237, 53, 58
211303054, 0.5494358561, 0.0001327063, 0.0002654657, 0.490006, 37, 85
211303246, 0.8684713376, 0.0000247556, 0.0000917959, 0.078963, 72, 79
211303324, 1.0631578947, 0.0010691727, 0.0023190680, 0.306490, 70, 0
211303326, 0.5784338302, 0.0000711953, 0.0001607010, 0.268214, 59, 85
211303568, 0.8996221209, 0.0000820692, 0.0001641592, 0.507951, 19, 69
211303780, 0.8760550218, 0.0003326258, 0.0006687538, 0.448895, 33, 77
211303922, 0.6181889374, 0.0002901848, 0.0005881677, 0.418851, 61, 2
211304005, 1.2993589188, 0.0000475899, 0.0001102088, 0.247939, 33, 57
211304050, 0.6304407221, 0.0000657940, 0.0001332596, 0.421053, 31, 72
211304152, 0.7365384143, 0.0000839732, 0.0001685031, 0.459388, 48, 94
211304154, 0.8627264884, 0.0000313524, 0.0000654452, 0.356827, 38, 73
211304198, 0.6876103152, 0.0000135374, 0.0000271774, 0.456605, 52, 97
211304345, 1.5568299772, 0.0001302980, 0.0004313516, 0.101560, 45, 54
211304376, 1.0657642294, 0.0000147884, 0.0000310366, 0.348467, 45, 79
211304412, 0.6232106871, 0.0000219707, 0.0000439418, 0.502210, 40, 89
211304446, 0.1510430566, 0.0000142749, 0.0001455613, 0.009712, 96, 96
211304601, 0.6238068501, 0.0000594000, 0.0001296979, 0.299382, 69, 98
211304606, 0.7655029858, 0.0006664575, 0.0013337740, 0.517941, 64, 15
211304607, 1.2272225177, 0.0000997617, 0.0002347622, 0.236524, 34, 57
211304632, 0.2159036110, 0.0004475332, 0.0012920456, 0.139412, 33, 46
211304763, 0.7686611147, 0.0000233142, 0.0000466657, 0.480000, 51, 98
211304781, 0.2451195895, 0.0000397467, 0.0002993950, 0.017946, 83, 84
211305029, 2.1674132948, 0.0000344834, 0.0000918941, 0.169566, 49, 65
211305047, 1.0834717908, 0.0000980868, 0.0002239698, 0.258747, 24, 49
211305065, 0.6075341772, 0.0024590141, 0.0250527208, 0.009729, 88, 88
211305143, 0.8076954145, 0.0000152066, 0.0000372490, 0.211317, 66, 86
211305152, 0.8638693699, 0.0000526011, 0.0002420599, 0.049691, 80, 84
211305171, 0.5459856937, 0.0000201068, 0.0000403337, 0.461448, 54, 99
211305197, 0.6905227780, 0.0000380152, 0.0000776269, 0.399118, 59, 98
211305270, 0.8922367638, 0.0001885173, 0.0003773570, 0.479339, 36, 83
211305461, 0.4020722194, 0.0000921119, 0.0001842246, 0.501469, 45, 94
211305487, 0.8760550218, 0.0000115922, 0.0000232007, 0.518682, 46, 97
211305555, 2.2152721365, 0.0001383428, 0.0004609015, 0.100118, 30, 39
211305568, 0.1978263307, 0.0000611745, 0.0002133058, 0.090427, 6, 14
211305600, 0.5376577287, 0.0000423477, 0.0001022559, 0.219835, 67, 88
211305672, 0.8655893810, 0.0000819976, 0.0001641894, 0.475685, 44, 91
211305745, 0.7081444759, 0.0000853493, 0.0001724653, 0.428613, 52, 94
211305806, 0.9598732841, 0.0000243131, 0.0000486262, 0.499559, 41, 90
211305819, 0.6262029518, 0.0000838184, 0.0001768274, 0.340902, 46, 79
211305895, 0.4743058630, 0.0000364692, 0.0001169231, 0.109214, 81, 91
211305926, 1.0003668379, 0.0000144834, 0.0000434029, 0.127647, 87, 99
211305959, 0.9337587549, 0.0000612226, 0.0001236117, 0.431471, 57, 99
211306064, 0.7441023987, 0.0000325777, 0.0000651617, 0.506914, 49, 99
211306195, 0.5111092179, 0.0001017037, 0.0002035676, 0.480165, 67, 14
211306204, 0.7230632020, 0.0000474855, 0.0001462693, 0.119729, 60, 71
211306301, 0.6979130313, 0.0002751969, 0.0005505140, 0.510450, 24, 74
211306307, 2.5535881502, 0.0000711148, 0.0001442753, 0.416101, 94, 35
211306369, 2.2496625169, 0.0000686321, 0.0002404022, 0.089517, 47, 55
211306401, 0.2770957462, 0.0011004541, 0.0022090797, 0.457034, 45, 90
211306430, 0.7673044457, 0.0003356968, 0.0006857130, 0.398352, 57, 96
211306478, 0.5891468301, 0.0000197891, 0.0000395786, 0.497646, 38, 87
211306585, 0.1256139998, 0.0003821185, 0.0038398765, 0.010003, 31, 31
211306588, 1.0579832822, 0.0006016163, 0.0013385674, 0.280919, 33, 60
211306601, 0.8615866268, 0.0001833506, 0.0003807443, 0.365458, 63, 99
211306674, 0.6971668952, 0.0000610735, 0.0001308335, 0.320849, 43, 74
211306726, 0.2452578736, 0.0003172643, 0.0019234466, 0.027991, 79, 81
211306731, 0.7295345104, 0.0000713220, 0.0001445486, 0.419098, 35, 76
211306732, 0.4425968277, 0.0000452107, 0.0000937414, 0.368111, 63, 99
211306734, 0.5173948290, 0.0000675722, 0.0001425354, 0.341083, 64, 97
211306742, 0.7226625551, 0.0000190557, 0.0000381488, 0.477876, 50, 97
211306754, 2.3986086678, 0.0000058174, 0.0000116488, 0.475448, 69, 16
211306758, 1.0852749638, 0.0002743997, 0.0006179994, 0.270103, 41, 67
211306857, 0.7862703468, 0.0000444332, 0.0001015394, 0.258112, 59, 84
211306893, 1.1968161507, 0.0000624378, 0.0001259997, 0.433363, 13, 55
211306930, 0.8086970587, 0.0000075662, 0.0000154602, 0.397590, 59, 98
211307080, 0.8879843699, 0.0000149453, 0.0000336533, 0.270262, 76, 2
211307091, 0.8879843699, 0.0000145502, 0.0000327801, 0.269832, 76, 2
211307095, 1.0377789310, 0.0000396076, 0.0000954109, 0.221307, 71, 92
211307159, 1.9619988227, 0.0000382605, 0.0002979619, 0.016770, 34, 35
211307165, 0.6274079187, 0.0000093857, 0.0000222759, 0.230792, 45, 67
211307202, 0.8784151805, 0.0005407746, 0.0011030740, 0.401707, 22, 61
211307207, 0.5282929149, 0.0763533401, 0.1547486581, 0.419042, 61, 2
211307390, 0.5414523204, 0.0000657145, 0.0001408866, 0.319894, 69, 99
211307406, 0.8081959263, 0.0000117955, 0.0000360512, 0.121915, 80, 91
211307408, 0.6247032363, 0.0000232198, 0.0000472505, 0.407767, 59, 99
211307414, 0.5586137544, 0.0001051464, 0.0002110143, 0.458689, 54, 99
211307434, 0.5508281612, 0.0000606932, 0.0001214130, 0.510450, 21, 71
211307446, 0.1400315569, 0.0002663594, 0.0006454912, 0.217647, 75, 96
211307478, 0.9957840924, 0.0001083615, 0.0002167464, 0.507349, 29, 79
211307483, 0.7419857524, 0.0000794903, 0.0001623716, 0.398348, 60, 99
211307517, 0.8873801917, 0.0000631424, 0.0001406710, 0.279729, 57, 84
211307604, 0.8319097010, 0.0000106165, 0.0000212529, 0.521624, 39, 90
211307639, 0.7900808597, 0.0000086085, 0.0000172173, 0.497351, 48, 97
211307660, 0.9225304465, 0.0001620534, 0.0003285186, 0.418331, 12, 53
211307670, 0.5825678274, 0.0000487382, 0.0000975028, 0.488352, 49, 97
211307684, 0.5045837609, 0.0000212593, 0.0000737267, 0.091524, 67, 75
211307745, 0.5519938171, 0.0000368155, 0.0000736314, 0.501471, 20, 69
211307784, 1.4978279323, 0.0000426652, 0.0000874887, 0.389626, 50, 88
211307798, 0.5928963909, 0.0006443173, 0.0012908541, 0.470692, 32, 78
211307827, 1.1880941065, 0.0000935141, 0.0002547021, 0.160588, 5, 20
211307849, 1.8045479155, 0.0006199255, 0.0012408441, 0.520000, 5, 56
211307855, 1.1784325280, 0.0001064821, 0.0002161662, 0.414260, 54, 95
211307894, 1.7921495997, 0.0005772758, 0.0011552697, 0.517626, 20, 71
211307909, 0.6890634691, 0.0011897849, 0.0023921629, 0.448763, 21, 65
211307947, 1.3084841876, 0.0000348325, 0.0000696917, 0.486176, 30, 78
211307956, 2.2342469835, 0.0001301640, 0.0004553805, 0.089759, 86, 94
211307960, 0.7539965815, 0.0004686097, 0.0018430562, 0.069473, 49, 55
211307976, 1.3952741988, 0.0001617585, 0.0003333141, 0.379665, 43, 80
211307977, 0.3038901834, 0.0017348056, 0.0034758661, 0.470018, 21, 67
211307994, 0.3535672611, 0.0001001096, 0.0002005419, 0.471643, 96, 42
211308023, 0.7700225896, 0.0003828987, 0.0007758475, 0.419782, 50, 91
211308026, 1.8799824517, 0.0000543810, 0.0001929067, 0.087046, 47, 55
211308051, 1.0989924895, 0.0000733085, 0.0001637031, 0.277598, 63, 90
211308100, 0.9384620198, 0.0002459813, 0.0004932948, 0.463278, 2, 47
211308117, 0.5365517735, 0.0002587848, 0.0005469071, 0.338439, 64, 97
211308204, 0.9021111512, 0.0000429320, 0.0000866932, 0.431014, 17, 59
211308205, 0.1320226574, 0.0000463917, 0.0003849534, 0.014741, 68, 69
211308231, 0.7983021077, 0.0000591232, 0.0001182944, 0.485748, 51, 99
211308247, 0.1309226606, 0.0006263619, 0.0062019002, 0.010306, 45, 45
211308320, 0.1859783128, 0.0000710685, 0.0005044303, 0.020260, 36, 37
211308324, 0.5533991329, 0.0000986317, 0.0002095240, 0.331471, 37, 69
211308355, 1.2890846584, 0.0003661096, 0.0007327002, 0.481885, 4, 51
211308371, 1.0104422811, 0.0000098564, 0.0000256227, 0.180588, 67, 84
211308384, 0.1930532494, 0.0000320220, 0.0002268700, 0.020336, 59, 60
211308430, 0.9008649168, 0.0000412146, 0.0000828254, 0.451148, 41, 85
211308467, 0.6235086261, 0.0000525334, 0.0001229844, 0.240118, 55, 78
211308511, 0.4428974295, 0.0006783801, 0.0013594085, 0.468805, 65, 11
211308521, 0.7505254203, 0.0002353048, 0.0004742880, 0.437849, 75, 18
211308554, 0.8898018510, 0.0000671495, 0.0001749779, 0.179487, 80, 97
211308566, 2.1929234593, 0.0000227273, 0.0000890751, 0.070000, 42, 48
211308629, 0.9808069579, 0.0000244429, 0.0000526046, 0.315346, 61, 92
211308729, 1.1805659412, 0.0000224387, 0.0000448977, 0.515018, 45, 96
211308769, 0.5661306760, 0.0000375957, 0.0000761542, 0.420742, 51, 92
211308771, 0.6271062424, 0.0000573043, 0.0001151397, 0.452031, 28, 72
211308779, 0.8934592244, 0.0002148463, 0.0004311737, 0.458591, 30, 75
211308799, 1.8826962907, 0.0000930771, 0.0002548499, 0.158515, 42, 57
211308816, 0.3148200623, 0.0001133335, 0.0002267000, 0.508524, 77, 27
211308870, 0.2589922467, 0.0000489092, 0.0001002788, 0.389920, 39, 77
211308898, 0.6723674183, 0.0002748886, 0.0005588951, 0.410053, 46, 86
211308899, 0.6280121428, 0.0000578293, 0.0001157237, 0.516775, 46, 97
211308950, 0.2626960565, 0.0018397342, 0.0091564946, 0.042146, 63, 66
211308997, 1.1413080699, 0.0017983732, 0.0042055500, 0.240882, 14, 37
211309021, 1.0648940324, 0.0000599072, 0.0001234749, 0.379158, 36, 73
211309041, 0.7483721278, 0.0001230333, 0.0002461076, 0.490877, 41, 89
211309073, 0.7054631829, 0.0000631706, 0.0001301767, 0.379523, 56, 93
211309103, 2.7073104693, 0.0001128268, 0.0004812557, 0.058370, 63, 68
211309135, 0.6041570160, 0.0000967612, 0.0001949777, 0.439024, 83, 26
211309166, 0.5505956205, 0.0000161132, 0.0000395336, 0.210386, 49, 69
211309192, 0.5505956205, 0.0000230787, 0.0000471231, 0.399293, 34, 73
211309224, 0.2740678477, 0.0000651763, 0.0001385896, 0.330194, 60, 92
211309234, 0.6164358226, 0.0000453074, 0.0000907659, 0.471160, 62, 8
211309270, 0.8492440972, 0.0000159389, 0.0000319031, 0.480118, 34, 81
211309274, 0.5524614620, 0.0000908725, 0.0001817495, 0.503534, 19, 68
211309289, 0.7226625551, 0.0000329862, 0.0000674322, 0.396526, 47, 86
211309323, 0.7311704773, 0.0002848104, 0.0005723559, 0.451176, 56, 0
211309373, 1.0088790233, 0.0000514971, 0.0001034796, 0.451622, 26, 70
211309472, 0.3245339767, 0.0000836778, 0.0001675272, 0.522620, 85, 36
211309517, 0.1312388436, 0.0004651223, 0.0047435592, 0.009709, 13, 13
211309614, 0.8916267871, 0.0000571439, 0.0001144927, 0.470103, 48, 94
