Candidate Period Period_err Ref_midtime Ref_midtime_err
212157262_p3 7.149451950624602 0.000118534629263 -0.002140223589152009 0.00114054591141
Based on stacks of 1 consecutive transits
x_days OminusC OminusC_err y_fit y_fit_minus y_fit_plus
-3.5747920689173043 0.006239019697021675 0.0034046218501255876 0.002997392960082834 0.0076043715880587115 -0.0016095856679498866
6.692970311734825 0.00787377377262688 0.003830944122556112 0.0016401220381965231 0.005030015259052334 -0.0017497711826877094
13.842554450035095 -0.0063120787359505215 0.0030444387379871462 0.0006950356313382144 0.0032374555470084942 -0.0018473842843036437
20.992138588335365 0.01173997739359356 0.0026962011711837847 -0.0002500507754774617 0.0014448958349504437 -0.001944997385919578
28.141722726635635 -0.012064800387092234 0.01607845983970683 -0.001195137182314454 -0.0003476638771005014 -0.0020426104875355122
35.291306864935905 -0.0037496703155777134 0.0006425743025095088 -0.002140223589152009 -0.002140223589152009 -0.002140223589152009
42.440891003236175 -0.0027585285576003926 0.0008295809770117606 -0.003085309995988439 -0.003932783301202392 -0.002237836690767381
49.590475141536444 -0.00041303448511209595 0.0013911839181052709 -0.004030396402825431 -0.005725343013253337 -0.002335449792383315
56.740059279836714 -0.019206582442400588 0.09197154377725507 -0.0049754828096411075 -0.007517902725311387 -0.0024330628939992494
63.88964341767132 0.0 0.0 0 0 0
