Candidate Period Period_err Ref_midtime Ref_midtime_err
220674823 0.5713002451276565 3.83674968439e-05 0.0014532220971920418 0.000830656668446
Based on stacks of 11 consecutive transits
x_days OminusC OminusC_err y_fit y_fit_minus y_fit_plus
-3.1416656700894237 -0.0004982688696333892 0.003108324230611698 -0.0019199766065298718 -0.0004543630845539326 -0.0033855901285022583
3.6410297509282827 -0.0006298738510969737 0.0010612866251959747 -0.0013210298147399158 -0.0001156513379250157 -0.002526408291554816
9.92436109110713 0.0010152680218771248 0.0008313481300791291 -0.000766179432352132 0.00019812334909907747 -0.001730482213805118
16.207692431285977 -0.0004763712369931783 0.0006985658542132998 -0.00021132904996612467 0.0005118980361231706 -0.00093455613605542
22.491023771464825 -0.0007609273156716223 0.0010912329385902302 0.0003435213324198827 0.0008256727231454875 -0.00013863005830661024
28.774355111643672 -0.00369246788266947 0.002192783381475908 0.0008983717148058901 0.0011394474101686924 0.0006572960194426436
35.05768645182252 -0.00021628956033992175 0.0007798016568624673 0.0014532220971920418 0.0014532220971920418 0.0014532220971920418
41.34101779200137 -0.0024770741974993737 0.0009741948922551061 0.002008072479577905 0.0017669967842151024 0.0022491481749411513
47.624349132180214 -0.0006562995415101414 0.0016613351808200446 0.002562922861963912 0.0020807714712383074 0.003045074252690405
53.90768047235906 0.008046895466129023 0.0005896250779655386 0.0031177732443499195 0.0023945461582606242 0.003841000330439215
60.19101181253791 0.002086780859018089 0.0004879112888383554 0.003672623626735927 0.0027083208452847174 0.004636926408188913
66.47434315271676 0.004399051986461677 0.0008332564064530794 0.004227474009127263 0.0030220955323123633 0.005432852485942163
72.7576744928956 0.0022934562090757282 0.008040479778003885 0.004782324391509718 0.0033358702193311274 0.006228778563688309
