k2name	k2camp	isdwarf	teff	tefferr	kepmag	
202068212.0	0.0	0.0	4294.0	132.0	14.2	
202068206.0	0.0	1.0	4031.0	19.0	13.7	
202068203.0	0.0	1.0	3198.0	19.0	14.6	
202068198.0	0.0	1.0	3547.0	19.0	14.5	
202068194.0	0.0	1.0	3511.0	19.0	13.9	
202068181.0	0.0	1.0	3703.0	19.0	13.9	
202068180.0	0.0	1.0	3597.0	19.0	14.7	
202068178.0	0.0	1.0	3735.0	19.0	14.2	
202068177.0	0.0	0.0	3837.0	19.0	13.0	
202068175.0	0.0	1.0	3467.0	19.0	14.4	
202066595.0	0.0	1.0	6706.0	25.0	13.7	
202074481.0	0.0	1.0	4601.0	25.0	14.9	
202065552.0	0.0	1.0	6245.0	25.0	10.2	
202070276.0	0.0	0.0	2449.0	19.0	10.2	
202070275.0	0.0	nan	1.0	0.0	13.0	
202070274.0	0.0	nan	1.0	0.0	12.8	
202070273.0	0.0	0.0	2265.0	19.0	11.4	
202070268.0	0.0	nan	1.0	0.0	13.5	
202074574.0	0.0	0.0	4432.0	25.0	14.0	
202074558.0	0.0	1.0	4774.0	25.0	13.8	
202081050.0	0.0	0.0	4314.0	25.0	14.4	
202074551.0	0.0	1.0	4886.0	25.0	13.5	
202081040.0	0.0	0.0	3606.0	19.0	14.0	
202073258.0	0.0	1.0	5664.0	25.0	13.0	
202154314.0	0.0	0.0	5063.0	18.0	9.7	
202127970.0	0.0	0.0	4403.0	25.0	11.8	
202127969.0	0.0	0.0	4038.0	19.0	11.9	
202127966.0	0.0	0.0	4309.0	25.0	11.3	
202127959.0	0.0	0.0	4450.0	25.0	10.2	
202127955.0	0.0	0.0	3130.0	19.0	10.1	
202127953.0	0.0	0.0	3607.0	19.0	12.4	
202127950.0	0.0	0.0	3319.0	19.0	10.4	
202127946.0	0.0	0.0	4296.0	25.0	12.6	
202127944.0	0.0	0.0	3592.0	19.0	10.6	
202127939.0	0.0	0.0	4674.0	25.0	9.6	
202127938.0	0.0	0.0	4656.0	25.0	10.4	
202127933.0	0.0	0.0	4354.0	25.0	11.2	
202127931.0	0.0	0.0	4264.0	25.0	12.9	
202127927.0	0.0	0.0	4636.0	25.0	11.6	
202127924.0	0.0	0.0	3765.0	19.0	12.6	
202127919.0	0.0	0.0	3698.0	19.0	12.6	
202127916.0	0.0	0.0	4481.0	25.0	12.8	
202127914.0	0.0	0.0	3822.0	19.0	12.3	
202127909.0	0.0	0.0	4140.0	19.0	12.9	
202127908.0	0.0	0.0	3924.0	19.0	12.6	
202096734.0	0.0	1.0	3964.0	19.0	11.2	
202127896.0	0.0	0.0	3803.0	19.0	11.9	
202127891.0	0.0	0.0	4342.0	25.0	12.5	
202127889.0	0.0	0.0	4063.0	19.0	11.4	
202127888.0	0.0	0.0	3740.0	19.0	12.7	
202127887.0	0.0	0.0	4394.0	25.0	9.2	
202127885.0	0.0	0.0	4296.0	25.0	12.5	
202127882.0	0.0	0.0	4044.0	19.0	13.0	
202127880.0	0.0	1.0	3920.0	19.0	12.9	
202127877.0	0.0	0.0	4000.0	19.0	12.1	
202127872.0	0.0	1.0	4105.0	19.0	12.6	
202127867.0	0.0	0.0	3715.0	19.0	10.9	
202127865.0	0.0	0.0	4405.0	25.0	12.2	
202127863.0	0.0	0.0	4274.0	25.0	10.2	
202127861.0	0.0	0.0	4006.0	19.0	12.2	
202127859.0	0.0	0.0	3164.0	19.0	9.2	
202127851.0	0.0	0.0	4020.0	19.0	12.5	
202127850.0	0.0	0.0	3775.0	19.0	11.8	
202127845.0	0.0	0.0	3276.0	19.0	10.4	
202127843.0	0.0	0.0	4335.0	25.0	12.6	
202127841.0	0.0	0.0	3837.0	19.0	11.5	
202127837.0	0.0	0.0	3613.0	19.0	11.6	
202127821.0	0.0	0.0	4030.0	19.0	12.0	
202127819.0	0.0	0.0	3619.0	19.0	12.9	
202127816.0	0.0	0.0	4008.0	19.0	11.9	
202127815.0	0.0	0.0	3717.0	19.0	11.8	
202127811.0	0.0	0.0	3926.0	19.0	11.2	
202127810.0	0.0	0.0	4309.0	25.0	12.4	
202127806.0	0.0	0.0	4013.0	19.0	12.0	
202127805.0	0.0	0.0	3097.0	19.0	10.9	
202127804.0	0.0	0.0	4339.0	25.0	11.6	
202127799.0	0.0	1.0	3363.0	19.0	12.3	
202127798.0	0.0	0.0	3907.0	19.0	11.8	
202127796.0	0.0	0.0	4374.0	25.0	12.8	
202127795.0	0.0	0.0	4475.0	25.0	11.4	
202127792.0	0.0	0.0	4323.0	25.0	11.8	
202127790.0	0.0	0.0	4263.0	25.0	10.3	
202127789.0	0.0	0.0	3818.0	19.0	11.1	
202127786.0	0.0	0.0	4502.0	25.0	12.7	
202127784.0	0.0	0.0	3942.0	19.0	12.7	
202127782.0	0.0	0.0	3524.0	19.0	11.9	
202127780.0	0.0	0.0	3867.0	19.0	12.7	
202127775.0	0.0	0.0	4437.0	25.0	11.7	
202127774.0	0.0	0.0	4261.0	25.0	12.1	
202127768.0	0.0	0.0	4205.0	19.0	12.0	
202127765.0	0.0	0.0	4004.0	19.0	12.3	
202127762.0	0.0	0.0	4408.0	25.0	12.8	
202098133.0	0.0	1.0	4455.0	25.0	11.5	
202127758.0	0.0	0.0	4089.0	19.0	12.9	
202127757.0	0.0	0.0	3844.0	19.0	12.0	
202127755.0	0.0	0.0	3142.0	19.0	12.7	
202127752.0	0.0	0.0	4792.0	25.0	10.1	
202127751.0	0.0	0.0	4395.0	25.0	10.8	
202127750.0	0.0	0.0	3953.0	19.0	10.1	
202127749.0	0.0	0.0	3947.0	19.0	12.3	
202127746.0	0.0	0.0	4347.0	25.0	10.5	
202127739.0	0.0	0.0	3867.0	19.0	10.8	
202127737.0	0.0	0.0	3486.0	19.0	10.6	
202127734.0	0.0	0.0	4695.0	25.0	11.3	
202127730.0	0.0	1.0	4084.0	19.0	10.9	
202127729.0	0.0	0.0	3673.0	19.0	12.7	
202127727.0	0.0	0.0	3760.0	19.0	12.6	
202127724.0	0.0	0.0	3909.0	19.0	10.7	
202127722.0	0.0	0.0	3870.0	19.0	11.6	
202127719.0	0.0	0.0	4348.0	25.0	12.5	
202127718.0	0.0	0.0	1.0	0.0	12.9	
202127708.0	0.0	0.0	4619.0	25.0	12.6	
202127706.0	0.0	0.0	3184.0	19.0	10.7	
202127704.0	0.0	0.0	3250.0	19.0	12.8	
202127703.0	0.0	0.0	4404.0	25.0	10.2	
202127699.0	0.0	0.0	3987.0	19.0	12.3	
202127697.0	0.0	0.0	3537.0	19.0	11.0	
202127696.0	0.0	0.0	3565.0	19.0	11.4	
202127695.0	0.0	0.0	2950.0	19.0	11.3	
202127692.0	0.0	0.0	3267.0	19.0	12.6	
202127690.0	0.0	0.0	3480.0	19.0	12.5	
202127687.0	0.0	0.0	3329.0	19.0	12.2	
202127684.0	0.0	0.0	3746.0	19.0	11.7	
202127683.0	0.0	0.0	3353.0	19.0	11.3	
202127679.0	0.0	0.0	3232.0	19.0	12.7	
202127674.0	0.0	0.0	4031.0	19.0	10.1	
202127669.0	0.0	0.0	3855.0	19.0	11.7	
202127666.0	0.0	0.0	3305.0	19.0	12.2	
202127662.0	0.0	1.0	3381.0	19.0	13.0	
202127659.0	0.0	0.0	3723.0	19.0	10.9	
202127650.0	0.0	0.0	3968.0	19.0	9.8	
202127645.0	0.0	0.0	3431.0	19.0	12.1	
202127638.0	0.0	0.0	3140.0	19.0	11.9	
202127637.0	0.0	0.0	3695.0	19.0	12.2	
202127635.0	0.0	0.0	3413.0	19.0	11.3	
202127630.0	0.0	0.0	3710.0	19.0	12.5	
202127623.0	0.0	0.0	4009.0	19.0	10.7	
202127607.0	0.0	0.0	3886.0	19.0	10.2	
202127599.0	0.0	0.0	3759.0	19.0	12.7	
202127597.0	0.0	0.0	4445.0	25.0	11.0	
202127593.0	0.0	0.0	3098.0	19.0	11.8	
202127586.0	0.0	0.0	3220.0	19.0	10.0	
202127584.0	0.0	0.0	3407.0	19.0	11.7	
202127583.0	0.0	0.0	3174.0	19.0	12.1	
202127560.0	0.0	0.0	4326.0	25.0	11.9	
202127558.0	0.0	0.0	3857.0	19.0	12.0	
202127555.0	0.0	0.0	3697.0	19.0	12.6	
202127549.0	0.0	0.0	4294.0	25.0	12.7	
202127547.0	0.0	0.0	3268.0	19.0	12.9	
202127546.0	0.0	0.0	3801.0	19.0	9.8	
202127539.0	0.0	0.0	3349.0	19.0	9.5	
202127538.0	0.0	0.0	3521.0	19.0	11.6	
202127534.0	0.0	0.0	3259.0	19.0	10.1	
202127533.0	0.0	nan	1.0	0.0	12.7	
202127532.0	0.0	0.0	2991.0	19.0	10.3	
202127529.0	0.0	0.0	3407.0	19.0	13.0	
202127526.0	0.0	0.0	3126.0	19.0	12.1	
202127523.0	0.0	1.0	4089.0	19.0	12.6	
202127520.0	0.0	0.0	3303.0	19.0	10.8	
202127501.0	0.0	0.0	4051.0	19.0	11.3	
202127500.0	0.0	0.0	3437.0	19.0	12.5	
202127497.0	0.0	0.0	4659.0	25.0	12.3	
202127496.0	0.0	0.0	4759.0	25.0	11.5	
202127495.0	0.0	0.0	4383.0	25.0	12.0	
202127490.0	0.0	0.0	4454.0	25.0	11.3	
202127487.0	0.0	0.0	4649.0	25.0	11.5	
202119665.0	0.0	1.0	4924.0	25.0	12.2	
202127485.0	0.0	0.0	4686.0	25.0	11.8	
202096905.0	0.0	1.0	4465.0	25.0	10.9	
202127470.0	0.0	0.0	4410.0	25.0	11.4	
202127465.0	0.0	0.0	4298.0	25.0	12.4	
202065930.0	0.0	1.0	5878.0	25.0	13.0	
202065929.0	0.0	0.0	1.0	0.0	13.0	
202065928.0	0.0	0.0	3641.0	19.0	13.0	
202127458.0	0.0	0.0	5285.0	25.0	12.1	
202127457.0	0.0	0.0	4687.0	25.0	10.0	
202127456.0	0.0	1.0	4598.0	25.0	12.5	
202127452.0	0.0	0.0	4583.0	25.0	11.3	
202127450.0	0.0	0.0	4470.0	25.0	12.7	
202127447.0	0.0	0.0	4750.0	25.0	11.5	
202127443.0	0.0	0.0	4728.0	25.0	11.8	
202127441.0	0.0	0.0	4582.0	25.0	12.5	
202127440.0	0.0	0.0	4651.0	25.0	12.6	
202127439.0	0.0	0.0	3589.0	19.0	10.1	
202127437.0	0.0	0.0	4950.0	25.0	11.8	
202127434.0	0.0	0.0	4571.0	25.0	10.6	
202127432.0	0.0	0.0	4477.0	25.0	10.9	
202127430.0	0.0	0.0	4773.0	25.0	11.0	
202127429.0	0.0	0.0	4813.0	25.0	11.5	
202127428.0	0.0	0.0	4799.0	25.0	10.2	
202127424.0	0.0	0.0	4905.0	25.0	12.5	
202127422.0	0.0	0.0	4031.0	19.0	12.3	
202127421.0	0.0	0.0	4795.0	25.0	12.8	
202127420.0	0.0	0.0	4192.0	19.0	11.8	
202127419.0	0.0	0.0	3820.0	19.0	10.5	
202127417.0	0.0	0.0	4167.0	19.0	11.9	
202127414.0	0.0	0.0	3726.0	19.0	12.6	
202127403.0	0.0	0.0	4672.0	25.0	11.8	
202111634.0	0.0	1.0	4787.0	25.0	12.0	
202127401.0	0.0	0.0	4678.0	25.0	10.9	
202127400.0	0.0	0.0	2971.0	19.0	9.5	
202127397.0	0.0	0.0	4711.0	25.0	12.5	
202127396.0	0.0	0.0	4735.0	25.0	9.8	
202127395.0	0.0	0.0	4307.0	25.0	12.4	
202127393.0	0.0	0.0	4178.0	19.0	12.7	
202127390.0	0.0	0.0	4135.0	19.0	10.6	
202127388.0	0.0	0.0	4442.0	25.0	12.7	
202127387.0	0.0	0.0	4795.0	25.0	12.7	
202127386.0	0.0	0.0	4651.0	25.0	12.7	
202127385.0	0.0	0.0	5104.0	25.0	12.2	
202127384.0	0.0	0.0	4708.0	25.0	12.1	
202127382.0	0.0	0.0	4390.0	25.0	10.7	
202127381.0	0.0	0.0	4686.0	25.0	12.5	
202127375.0	0.0	0.0	4615.0	25.0	11.6	
202127366.0	0.0	0.0	4622.0	25.0	12.2	
202127360.0	0.0	0.0	4716.0	25.0	11.7	
202127358.0	0.0	0.0	4894.0	25.0	10.2	
202127357.0	0.0	0.0	4643.0	25.0	11.4	
202127354.0	0.0	0.0	4798.0	25.0	12.0	
202127352.0	0.0	0.0	4697.0	25.0	12.2	
202127345.0	0.0	0.0	4551.0	25.0	11.8	
202127344.0	0.0	0.0	4110.0	19.0	12.1	
202127341.0	0.0	0.0	4413.0	25.0	12.9	
202127339.0	0.0	0.0	4585.0	25.0	12.7	
202127335.0	0.0	0.0	5054.0	25.0	12.2	
202119415.0	0.0	1.0	4722.0	25.0	12.2	
202127332.0	0.0	0.0	4574.0	25.0	11.3	
202127330.0	0.0	0.0	4747.0	25.0	11.8	
202127327.0	0.0	0.0	4331.0	25.0	10.9	
202127326.0	0.0	0.0	4778.0	25.0	11.1	
202127325.0	0.0	0.0	4602.0	25.0	12.2	
202127321.0	0.0	0.0	4505.0	25.0	11.4	
202127313.0	0.0	0.0	4727.0	25.0	9.7	
202127312.0	0.0	0.0	4751.0	25.0	11.2	
202127311.0	0.0	0.0	4303.0	25.0	11.4	
202127310.0	0.0	0.0	3819.0	19.0	11.0	
202065165.0	0.0	1.0	3735.0	19.0	11.3	
202127304.0	0.0	0.0	4395.0	25.0	12.5	
202127303.0	0.0	0.0	4024.0	19.0	12.2	
202127302.0	0.0	0.0	4848.0	25.0	12.1	
202127299.0	0.0	0.0	4699.0	25.0	12.1	
202127295.0	0.0	0.0	4364.0	25.0	10.9	
202127287.0	0.0	0.0	4684.0	25.0	11.4	
202127286.0	0.0	0.0	3842.0	19.0	9.4	
202098796.0	0.0	1.0	4638.0	25.0	11.3	
202127281.0	0.0	0.0	3535.0	19.0	10.9	
202127279.0	0.0	0.0	4592.0	25.0	11.1	
202127275.0	0.0	0.0	4819.0	25.0	9.1	
202127274.0	0.0	0.0	3100.0	19.0	9.3	
202127273.0	0.0	0.0	4556.0	25.0	13.0	
202127270.0	0.0	0.0	4592.0	25.0	12.6	
202127265.0	0.0	0.0	4053.0	19.0	10.2	
202109364.0	0.0	1.0	4789.0	25.0	12.0	
202127262.0	0.0	0.0	4672.0	25.0	9.5	
202127260.0	0.0	0.0	4615.0	25.0	12.9	
202127257.0	0.0	0.0	3959.0	19.0	10.5	
202127256.0	0.0	0.0	4725.0	25.0	11.8	
202127255.0	0.0	0.0	4951.0	25.0	11.2	
202127254.0	0.0	0.0	4615.0	25.0	11.8	
202127252.0	0.0	0.0	4450.0	25.0	12.9	
202127250.0	0.0	0.0	4491.0	25.0	11.2	
202127249.0	0.0	0.0	4501.0	25.0	11.2	
202127248.0	0.0	0.0	4842.0	25.0	9.5	
202127246.0	0.0	0.0	3800.0	19.0	11.9	
202127244.0	0.0	0.0	4758.0	25.0	10.5	
202127242.0	0.0	0.0	4429.0	25.0	11.7	
202127240.0	0.0	0.0	4797.0	25.0	10.5	
202127238.0	0.0	0.0	4444.0	25.0	11.2	
202127236.0	0.0	0.0	4783.0	25.0	11.9	
202127230.0	0.0	0.0	4567.0	25.0	12.9	
202127229.0	0.0	0.0	4467.0	25.0	11.8	
202127227.0	0.0	0.0	4715.0	25.0	12.4	
202127226.0	0.0	0.0	4520.0	25.0	12.9	
202127224.0	0.0	1.0	4785.0	25.0	12.7	
202127223.0	0.0	0.0	4586.0	25.0	12.3	
202127218.0	0.0	0.0	4311.0	25.0	11.4	
202127217.0	0.0	0.0	4852.0	25.0	11.4	
202127214.0	0.0	0.0	4792.0	25.0	12.2	
202127210.0	0.0	0.0	4683.0	25.0	12.8	
202127199.0	0.0	0.0	4601.0	25.0	11.4	
202127197.0	0.0	0.0	4653.0	25.0	12.7	
202127191.0	0.0	0.0	4461.0	25.0	11.0	
202127190.0	0.0	0.0	4173.0	19.0	12.4	
202127185.0	0.0	0.0	4152.0	19.0	11.0	
202127184.0	0.0	0.0	3848.0	19.0	11.0	
202127182.0	0.0	0.0	4565.0	25.0	11.1	
202127176.0	0.0	0.0	3303.0	19.0	9.6	
202127175.0	0.0	0.0	4440.0	25.0	12.0	
202127172.0	0.0	0.0	4422.0	25.0	11.3	
202127167.0	0.0	0.0	3446.0	19.0	10.3	
202127165.0	0.0	0.0	3975.0	19.0	11.9	
202127163.0	0.0	0.0	4742.0	25.0	12.1	
202127157.0	0.0	0.0	4034.0	19.0	11.3	
202127156.0	0.0	0.0	3757.0	19.0	11.8	
202127155.0	0.0	0.0	3593.0	19.0	11.6	
202127147.0	0.0	0.0	4454.0	25.0	9.1	
202127142.0	0.0	0.0	4282.0	25.0	12.1	
202127141.0	0.0	0.0	4427.0	25.0	12.3	
202127138.0	0.0	0.0	4039.0	19.0	12.0	
202127134.0	0.0	0.0	4277.0	25.0	10.4	
202127125.0	0.0	0.0	4118.0	19.0	10.5	
202127123.0	0.0	0.0	4443.0	25.0	10.1	
202127122.0	0.0	0.0	4254.0	25.0	10.2	
202127112.0	0.0	0.0	4129.0	19.0	11.9	
202127109.0	0.0	0.0	4876.0	25.0	11.0	
202127106.0	0.0	0.0	4430.0	25.0	9.9	
202127102.0	0.0	0.0	4109.0	19.0	11.4	
202127101.0	0.0	0.0	3183.0	19.0	10.0	
202127099.0	0.0	0.0	4171.0	19.0	11.5	
202127096.0	0.0	1.0	3796.0	19.0	11.0	
202127095.0	0.0	0.0	4127.0	19.0	11.0	
202127093.0	0.0	0.0	4514.0	25.0	11.6	
202127089.0	0.0	0.0	3885.0	19.0	11.6	
202127084.0	0.0	0.0	4362.0	25.0	12.2	
202127080.0	0.0	0.0	4631.0	25.0	12.4	
202127074.0	0.0	0.0	3949.0	19.0	11.4	
202127069.0	0.0	0.0	4161.0	19.0	11.5	
202127065.0	0.0	0.0	4492.0	25.0	11.5	
202127064.0	0.0	0.0	3583.0	19.0	11.9	
202127052.0	0.0	0.0	4494.0	25.0	12.5	
202127048.0	0.0	0.0	3619.0	19.0	11.8	
202127046.0	0.0	0.0	4434.0	25.0	10.3	
202127044.0	0.0	0.0	4611.0	25.0	9.1	
202127036.0	0.0	0.0	4180.0	19.0	12.1	
202127030.0	0.0	0.0	3458.0	19.0	12.0	
202127027.0	0.0	0.0	3443.0	19.0	11.8	
202127024.0	0.0	0.0	4353.0	25.0	11.8	
202127014.0	0.0	0.0	4327.0	25.0	12.0	
202127013.0	0.0	0.0	4392.0	25.0	9.5	
202127012.0	0.0	0.0	3517.0	19.0	9.5	
202126999.0	0.0	0.0	4358.0	25.0	10.5	
202126998.0	0.0	0.0	3930.0	19.0	10.6	
202126997.0	0.0	0.0	3205.0	19.0	10.4	
202065377.0	0.0	1.0	3093.0	19.0	14.5	
202065357.0	0.0	1.0	4342.0	132.0	15.8	
202065354.0	0.0	1.0	3231.0	19.0	15.8	
202065337.0	0.0	1.0	3200.0	19.0	10.7	
202065332.0	0.0	1.0	3284.0	19.0	13.4	
202065326.0	0.0	1.0	4293.0	25.0	14.7	
202065323.0	0.0	1.0	3206.0	19.0	10.4	
202065322.0	0.0	1.0	4373.0	132.0	15.8	
202065312.0	0.0	1.0	4264.0	132.0	16.8	
202065311.0	0.0	1.0	1.0	0.0	16.8	
202065307.0	0.0	1.0	4280.0	25.0	15.9	
202065304.0	0.0	1.0	3460.0	19.0	16.6	
202065298.0	0.0	1.0	3162.0	19.0	10.1	
202065297.0	0.0	1.0	3537.0	19.0	13.5	
202065293.0	0.0	1.0	3758.0	19.0	16.9	
202065288.0	0.0	1.0	3330.0	19.0	14.4	
202065284.0	0.0	1.0	4272.0	132.0	15.4	
202065279.0	0.0	1.0	3070.0	19.0	14.6	
202065273.0	0.0	1.0	3172.0	19.0	14.3	
202065272.0	0.0	1.0	4311.0	132.0	15.7	
202065271.0	0.0	1.0	3475.0	19.0	13.3	
202065270.0	0.0	1.0	4398.0	132.0	15.4	
202065269.0	0.0	1.0	3275.0	19.0	15.1	
202065255.0	0.0	1.0	3898.0	19.0	14.8	
202126888.0	0.0	1.0	6182.0	25.0	13.5	
202126887.0	0.0	1.0	6072.0	25.0	13.0	
202126886.0	0.0	1.0	6509.0	25.0	14.2	
202126884.0	0.0	1.0	6035.0	25.0	12.3	
202103762.0	0.0	1.0	4998.0	25.0	13.2	
202086286.0	0.0	1.0	4980.0	25.0	11.5	
202126880.0	0.0	1.0	6021.0	25.0	13.0	
202122545.0	0.0	1.0	5526.0	25.0	13.3	
202126878.0	0.0	1.0	7155.0	25.0	12.3	
202126877.0	0.0	1.0	7142.0	79.0	11.0	
202126876.0	0.0	1.0	5616.0	25.0	14.0	
202126871.0	0.0	1.0	5341.0	25.0	13.6	
202126867.0	0.0	1.0	6382.0	25.0	12.8	
202126866.0	0.0	1.0	5929.0	25.0	12.7	
202126863.0	0.0	1.0	6454.0	25.0	12.1	
202102928.0	0.0	1.0	5601.0	25.0	11.9	
202126837.0	0.0	1.0	5783.0	25.0	13.9	
202126829.0	0.0	0.0	4508.0	25.0	13.6	
202113592.0	0.0	1.0	5326.0	25.0	13.3	
202059243.0	0.0	1.0	3726.0	19.0	12.3	
202073003.0	0.0	0.0	5625.0	25.0	12.6	
202073235.0	0.0	1.0	6887.0	25.0	11.6	
202073248.0	0.0	1.0	7049.0	25.0	12.8	
202073067.0	0.0	1.0	6032.0	25.0	13.8	
202073490.0	0.0	1.0	6877.0	132.0	13.5	
202065543.0	0.0	1.0	6152.0	25.0	10.2	
202073124.0	0.0	1.0	6351.0	25.0	13.4	
202073064.0	0.0	1.0	6625.0	25.0	13.7	
202073160.0	0.0	1.0	5024.0	25.0	13.2	
202073154.0	0.0	1.0	5897.0	25.0	12.8	
202072971.0	0.0	0.0	4425.0	25.0	15.5	
202072941.0	0.0	0.0	4490.0	25.0	14.8	
202073061.0	0.0	1.0	4790.0	25.0	14.6	
202073088.0	0.0	1.0	5186.0	25.0	14.5	
202073270.0	0.0	1.0	6839.0	25.0	10.5	
202065545.0	0.0	0.0	4908.0	25.0	10.6	
202073476.0	0.0	0.0	4066.0	19.0	15.0	
202071401.0	0.0	1.0	4519.0	25.0	12.9	
202071399.0	0.0	1.0	5198.0	25.0	14.9	
202071396.0	0.0	0.0	4394.0	25.0	10.2	
202070319.0	0.0	0.0	2872.0	19.0	10.8	
202071394.0	0.0	1.0	4746.0	25.0	12.4	
202071393.0	0.0	1.0	4703.0	25.0	11.8	
202071387.0	0.0	1.0	4272.0	25.0	12.8	
202071383.0	0.0	1.0	4760.0	25.0	10.9	
202071376.0	0.0	1.0	4524.0	25.0	11.0	
202071374.0	0.0	1.0	4356.0	25.0	11.0	
202059435.0	0.0	0.0	4589.0	18.0	9.0	
202059433.0	0.0	1.0	6902.0	25.0	9.8	
202059432.0	0.0	1.0	7082.0	25.0	9.2	
202059430.0	0.0	1.0	-1.0	0.0	9.5	
202059428.0	0.0	0.0	4711.0	18.0	9.6	
202059418.0	0.0	1.0	6186.0	18.0	9.0	
202059416.0	0.0	0.0	5470.0	18.0	9.7	
202059414.0	0.0	1.0	7186.0	79.0	10.8	
202059410.0	0.0	1.0	6891.0	25.0	11.0	
202059409.0	0.0	1.0	-1.0	0.0	10.1	
202059406.0	0.0	1.0	-1.0	0.0	9.6	
202059403.0	0.0	1.0	6861.0	25.0	11.0	
202059397.0	0.0	0.0	4891.0	18.0	10.0	
202059393.0	0.0	1.0	6360.0	25.0	10.4	
202059392.0	0.0	1.0	6373.0	25.0	11.1	
202059391.0	0.0	1.0	6242.0	18.0	9.2	
202059377.0	0.0	1.0	-1.0	0.0	8.7	
202059364.0	0.0	1.0	6796.0	18.0	10.1	
202059360.0	0.0	1.0	5205.0	18.0	9.0	
202059359.0	0.0	1.0	6100.0	18.0	9.3	
202059352.0	0.0	1.0	6487.0	25.0	10.9	
202059350.0	0.0	1.0	7554.0	79.0	10.6	
202059348.0	0.0	1.0	7192.0	25.0	9.3	
202059347.0	0.0	0.0	4450.0	25.0	11.0	
202059346.0	0.0	1.0	7082.0	25.0	10.7	
202059343.0	0.0	1.0	5942.0	18.0	9.3	
202059332.0	0.0	1.0	6641.0	25.0	10.0	
202059330.0	0.0	1.0	7391.0	79.0	8.6	
202059327.0	0.0	1.0	6902.0	25.0	10.6	
202059326.0	0.0	1.0	6081.0	18.0	10.1	
202059318.0	0.0	1.0	5352.0	18.0	8.7	
202059312.0	0.0	1.0	7134.0	79.0	10.3	
202059299.0	0.0	1.0	6940.0	25.0	10.0	
202071333.0	0.0	1.0	4732.0	25.0	10.3	
202071331.0	0.0	0.0	5074.0	18.0	9.2	
202071330.0	0.0	1.0	6100.0	18.0	9.5	
202071328.0	0.0	0.0	5017.0	18.0	9.2	
202059421.0	0.0	1.0	5574.0	18.0	9.1	
202071322.0	0.0	1.0	6417.0	25.0	11.3	
202071317.0	0.0	1.0	4998.0	25.0	10.9	
202071316.0	0.0	1.0	6638.0	132.0	9.8	
202071315.0	0.0	1.0	5964.0	25.0	11.4	
202071311.0	0.0	1.0	6647.0	18.0	9.1	
202071310.0	0.0	1.0	5155.0	25.0	11.0	
202071308.0	0.0	1.0	6392.0	18.0	9.4	
202071307.0	0.0	1.0	6308.0	25.0	11.1	
202071305.0	0.0	1.0	-1.0	0.0	11.0	
202071304.0	0.0	0.0	3352.0	19.0	13.8	
202071302.0	0.0	1.0	6057.0	25.0	10.9	
202071301.0	0.0	0.0	4908.0	25.0	11.1	
202071299.0	0.0	1.0	6265.0	25.0	11.2	
202071297.0	0.0	1.0	4946.0	25.0	10.8	
202071295.0	0.0	1.0	6041.0	18.0	9.4	
202071294.0	0.0	0.0	2832.0	19.0	9.6	
202071293.0	0.0	1.0	5946.0	25.0	10.8	
202071290.0	0.0	1.0	6101.0	25.0	11.4	
202071289.0	0.0	1.0	5545.0	25.0	11.0	
202071288.0	0.0	1.0	5296.0	25.0	10.1	
202071280.0	0.0	0.0	4640.0	25.0	10.6	
202059333.0	0.0	1.0	-1.0	0.0	9.1	
202059501.0	0.0	1.0	7430.0	79.0	9.1	
202059336.0	0.0	1.0	6813.0	25.0	8.9	
202059291.0	0.0	1.0	6824.0	25.0	9.0	
202060054.0	0.0	1.0	4263.0	25.0	12.5	
202059231.0	0.0	0.0	3289.0	19.0	11.7	
202059229.0	0.0	0.0	3583.0	19.0	10.5	
202059222.0	0.0	1.0	3133.0	19.0	12.9	
202059221.0	0.0	1.0	3328.0	19.0	11.3	
202059215.0	0.0	0.0	3628.0	19.0	13.0	
202059210.0	0.0	0.0	3790.0	19.0	11.8	
202103729.0	0.0	1.0	5415.0	25.0	12.6	
202105721.0	0.0	1.0	5496.0	25.0	12.6	
202086288.0	0.0	1.0	5388.0	25.0	12.7	
202086285.0	0.0	1.0	4691.0	25.0	13.7	
202086282.0	0.0	1.0	5442.0	25.0	12.5	
202086281.0	0.0	1.0	5730.0	25.0	10.5	
202086277.0	0.0	1.0	5699.0	25.0	10.5	
202095297.0	0.0	1.0	6513.0	25.0	11.2	
202095295.0	0.0	1.0	6627.0	18.0	9.8	
202095291.0	0.0	1.0	6139.0	25.0	10.0	
202086112.0	0.0	1.0	4998.0	25.0	11.3	
202086110.0	0.0	1.0	4802.0	25.0	11.4	
202072258.0	0.0	1.0	6788.0	79.0	10.8	
202095408.0	0.0	1.0	6502.0	25.0	11.5	
202095407.0	0.0	1.0	6500.0	25.0	11.5	
202095403.0	0.0	1.0	5828.0	25.0	13.5	
202095563.0	0.0	1.0	6498.0	25.0	11.7	
202095553.0	0.0	1.0	6492.0	25.0	11.7	
202095551.0	0.0	1.0	6525.0	25.0	11.7	
202095540.0	0.0	1.0	5813.0	25.0	13.7	
202068189.0	0.0	1.0	4251.0	132.0	14.4	
202068073.0	0.0	1.0	1.0	0.0	14.8	
202067785.0	0.0	1.0	1.0	0.0	15.3	
202065475.0	0.0	nan	nan	nan	11.0	
202070279.0	0.0	nan	1.0	0.0	12.8	
