candidate    	228877886
P	0.77828594442	(None, None)
mt	0.37614965	(0.00288173, 0.00384231)
mt_bjd	2457642.77006	(0.00288173, 0.00384231)
rp	0.012466	(0.001149, 0.001916)
a	3.933221	(1.056092, 0.92408)
i	89.632512	(9.594211, 12.335414)
e	0.0	(None, None)
w	1.0	(None, None)
ldc1	0.619292	(None, None)
ldc2	-0.578484	(None, None)
ldc3	1.335725	(None, None)
ldc4	-0.566263	(None, None)
L0	0.0	(None, None)
N0	1.00002	(6e-06, 6e-06)
Q0	0.0	(None, None)
planet-r_earth    	1.016	(0.119,0.144)
star-r_sun        	0.73	(0.04,0.04)
total_duration_hrs 	1.566	(0.321,0.638)
In-centroid     	None	None
Out-centroid    	None	None
In-minus-out    	0.0	0.0
EVEN_midtime      	0.3763550852811375	(0.003248,0.003712)
EVEN_radius_ratio 	0.0125	(0.0012,0.002)
EVEN_a_over_R_star	3.9592	(1.0596,0.9272)
EVEN_inclination  	89.467	(9.826,0.8933)
ODD_midtime       	0.3765986877136093	(0.003326,0.003801)
ODD_radius_ratio  	0.0126	(0.0012,0.0018)
ODD_a_over_R_star 	3.8945	(1.0929,0.9563)
ODD_inclination   	88.924	(9.9208,0.9019)
EVEN_RR - RR      	-6.4e-05	0.002759
ODD_RR - RR       	-0.000154	0.002634
ODD_RR - EVEN_RR  	9.1e-05	0.002686
EVEN_RR - RR sigma	-0.02
ODD_RR - RR sigma 	-0.06
ODD_RR - EVEN_RR sigma	0.03
