211315506	0.884559040124	1.0	0.0005253927
211380136	1.75362127794	2.0	0.0504479815
211389268	0.284990098331	2.0	0.1178323521
211518347	1.87136173424	2.0	0.0249644872
211526186	0.455062290754	1.0	0.0117807844
211578677	0.554272705401	2.0	0.0381199209
211580526	1.75803222814	2.0	0.0304018401
211604668	0.515911496309	1.0	0.1309372573
211613886	0.958809048959	2.0	0.0087692368
211623903	1.61561458073	2.0	0.0071744616
211631904	0.442015356204	1.0	0.212947999
211685048	0.769125022763	1.0	0.1505927182
211719362	0.402237219572	2.0	0.0023954554
211719484	0.721765846702	2.0	0.0041055806
211796803	0.27758881965	2.0	0.0008551937
211797674	1.32303504243	2.0	0.0436029062
211822953	1.54942406884	2.0	0.0360089041
211833449	0.534772728019	2.0	0.0875479775
211833616	0.534744906873	2.0	0.0917364096
211906940	0.175450246888	1.0	0.229879389
211931594	0.320085613415	2.0	0.1836446808
211931594	0.320085613415	2.0	0.1836446808
211953866	1.78893664478	2.0	0.0567172119
211978865	0.907764127982	1.0	0.0129360619
211995966	0.558524466634	2.0	0.0773685936
211999656	1.94846225137	2.0	0.0137159733
212066407	1.6436164789	2.0	0.0003824395
212069706	0.273842787567	2.0	0.0014795461
212083250	0.518772245143	1.0	0.0871504758
212155299	0.901705631706	1.0	0.1661860055
212158225	0.266588874604	2.0	0.0004615053
