candidate    	228801451
P	0.584216327487	(None, None)
mt	0.29037347	(0.00076669, 0.00046002)
mt_bjd	2457646.56655	(0.00076669, 0.00046002)
rp	0.011792	(0.000203, 0.000232)
a	4.151378	(0.194998, 0.292496)
i	89.707945	(3.770764, 4.309444)
e	0.0	(None, None)
w	1.0	(None, None)
ldc1	0.568163	(None, None)
ldc2	-0.260489	(None, None)
ldc3	0.916379	(None, None)
ldc4	-0.442754	(None, None)
L0	0.0	(None, None)
N0	1.000013	(1e-06, 1e-06)
Q0	0.0	(None, None)
planet-r_earth    	1.017	(0.022,0.024)
star-r_sun        	0.79	(0.01,0.01)
total_duration_hrs 	1.08	(0.056,0.067)
In-centroid     	None	None
Out-centroid    	None	None
In-minus-out    	0.0	0.0
EVEN_midtime      	0.2903886717024953	(0.000642,0.000408)
EVEN_radius_ratio 	0.0118	(0.0002,0.0002)
EVEN_a_over_R_star	4.4976	(0.35,0.0636)
EVEN_inclination  	89.739	(3.6037,0.3003)
ODD_midtime       	0.2903358452282203	(0.000665,0.000423)
ODD_radius_ratio  	0.0118	(0.0002,0.0002)
ODD_a_over_R_star 	4.5178	(0.3877,0.2261)
ODD_inclination   	89.729	(3.7388,0.3116)
EVEN_RR - RR      	-4e-05	0.000316
ODD_RR - RR       	-3.9e-05	0.000318
ODD_RR - EVEN_RR  	-1e-06	0.000306
EVEN_RR - RR sigma	-0.13
ODD_RR - RR sigma 	-0.12
ODD_RR - EVEN_RR sigma	-0.0
