candidate    	220554126
P	0.412325891671	(None, None)
mt	0.1896776	(0.00287888, 0.00329015)
mt_bjd	2457430.58836	(0.00287888, 0.00329015)
rp	0.0161	(0.001394, 0.002091)
a	2.454072	(0.522309, 0.67154)
i	90.692266	(14.207668, 16.237334)
e	0.0	(None, None)
w	1.0	(None, None)
ldc1	0.657799	(None, None)
ldc2	0.18585	(None, None)
ldc3	-0.049265	(None, None)
ldc4	0.036973	(None, None)
L0	0.0	(None, None)
N0	1.00004	(1.3e-05, 1.5e-05)
Q0	0.0	(None, None)
planet-r_earth    	0.803	(0.131,0.148)
star-r_sun        	0.45	(0.06,0.06)
total_duration_hrs 	1.292	(0.272,0.417)
In-centroid     	None	None
Out-centroid    	None	None
In-minus-out    	0.0	0.0
EVEN_midtime      	0.1899115079130289	(0.002846,0.003253)
EVEN_radius_ratio 	0.0159	(0.0011,0.0023)
EVEN_a_over_R_star	2.5543	(0.5914,0.5914)
EVEN_inclination  	88.214	(13.7783,1.2526)
ODD_midtime       	0.18950798441224745	(0.002877,0.003288)
ODD_radius_ratio  	0.0163	(0.0014,0.0021)
ODD_a_over_R_star 	2.4306	(0.5262,0.6013)
ODD_inclination   	88.182	(14.1789,1.289)
EVEN_RR - RR      	0.00018	0.003098
ODD_RR - RR       	-0.000153	0.002983
ODD_RR - EVEN_RR  	0.000333	0.003123
EVEN_RR - RR sigma	0.06
ODD_RR - RR sigma 	-0.05
ODD_RR - EVEN_RR sigma	0.11
