Candidate Period Period_err Ref_midtime Ref_midtime_err
201650711_p2 5.544255074200136 4.6167002016e-05 0.015588153366521838 0.00134433373028
Based on stacks of 1 consecutive transits
x_days OminusC OminusC_err y_fit y_fit_minus y_fit_plus
-2.7720294827595353 0.010121951998291134 0.0013403549170141163 0.0076128152159640194 0.009490335166390196 0.005735295265566265
4.63162348838523 0.0032750163389083653 0.03546589119636072 0.009064733829376337 0.010600449318133087 0.0075290183406195865
10.175682454369962 -0.09287114666612517 0.07261871764813078 0.010151970418888823 0.011431733326190852 0.008872207511586794
15.719741420354694 0.00908189931127179 0.0009508934219779389 0.01123920700842973 0.012263017334262827 0.010215396682582423
21.263800386339426 0.015552375012972686 0.03755791417043607 0.012326443597956427 0.013094301342334802 0.011558585853578052
26.807859352324158 -0.004213331261765596 0.007327333405289523 0.013413680187476018 0.013925585350392566 0.012901775024552364
37.89597728429362 0.010969217662956332 0.03382950522887383 0.015588153366521838 0.015588153366521838 0.015588153366521838
43.440036250278354 0.012460925757943553 0.006330599837713569 0.01667538995604545 0.016419437374587176 0.016931342537507277
48.984095216263086 0.02870266312868308 0.0022690543061035335 0.017762626545568594 0.017250721382652046 0.018274531708492248
54.52815418224782 0.025042239583345616 0.05607284651441379 0.018849863135088185 0.01808200539070981 0.01961772087946656
60.07221314823255 0.0145236537118687 0.003523886502985976 0.019937099724614882 0.018913289398781785 0.02096091005046219
65.61627211421728 0.02778713741244143 0.0025667130631795133 0.021024336314127368 0.01974457340682534 0.022304099221429396
71.16033107973635 0.020086333942285428 0.0012633883066366864 0.022111572903554588 0.02057585741482626 0.023647288392282917
